time,latitude,longitude,Effort,Catch_SWO,Catch_ALB,Catch_YFT,Catch_BET,Year,Month,Month_Name
10-May,-36,18,6600,1805,210,1680,2725,2010,5,Mai
10-May,-36,19,15800,2100,1385,3952,2598,2010,5,Mai
10-Jun,-30,12,3000,1190,1170,0,845,2010,6,Juin
10-Jun,-30,13,1500,240,0,240,470,2010,6,Juin
10-Jun,-30,14,1520,142,280,0,0,2010,6,Juin
10-Jun,-31,13,3020,820,729,0,675,2010,6,Juin
10-Jun,-31,14,4200,1871,750,0,891,2010,6,Juin
10-Jun,-31,15,4200,2089,2400,0,1568,2010,6,Juin
10-Jun,-31,15,19240,5193,5140,554,5543,2010,6,Juin
10-Jun,-32,14,1520,0,301,48,305,2010,6,Juin
10-Jun,-32,15,2200,900,850,0,1150,2010,6,Juin
10-Jun,-33,14,11074,4847,2839,215,3371,2010,6,Juin
10-Jun,-33,15,4158,2239,1340,0,1724,2010,6,Juin
10-Jun,-33,16,9748,3552,2897,125,2293,2010,6,Juin
10-Jun,-34,14,3024,504,357,0,243,2010,6,Juin
10-Jun,-34,15,12266,8635,3560,900,1930,2010,6,Juin
10-Jun,-34,16,1350,55,200,60,110,2010,6,Juin
10-Jun,-35,15,4536,860,458,0,717,2010,6,Juin
10-Jun,-35,19,1500,217,70,33,407,2010,6,Juin
10-Jun,-36,18,1100,250,50,60,200,2010,6,Juin
10-Jul,-28,11,1300,420,220,0,340,2010,7,Juillet
10-Jul,-29,11,1300,570,200,0,250,2010,7,Juillet
10-Jul,-30,12,4300,1490,890,0,932,2010,7,Juillet
10-Jul,-30,13,2800,520,270,0,1083,2010,7,Juillet
10-Jul,-30,14,18100,5295,2880,50,5954,2010,7,Juillet
10-Jul,-31,10,2600,390,200,0,0,2010,7,Juillet
10-Jul,-31,14,4100,613,210,0,251,2010,7,Juillet
10-Jul,-31,15,6600,1848,700,50,1002,2010,7,Juillet
10-Jul,-31,16,1100,500,100,0,0,2010,7,Juillet
10-Jul,-32,15,7904,2869,2470,50,2664,2010,7,Juillet
10-Jul,-33,15,8216,1038,1180,68,1447,2010,7,Juillet
10-Jul,-33,16,2904,183,520,0,1015,2010,7,Juillet
10-Jul,-35,16,1404,0,30,0,446,2010,7,Juillet
10-Jul,-35,18,3450,230,335,210,920,2010,7,Juillet
10-Jul,-35,19,2700,275,250,300,1645,2010,7,Juillet
10-Jul,-36,16,1100,170,300,0,320,2010,7,Juillet
10-Jul,-36,16,1150,125,1000,0,800,2010,7,Juillet
10-Jul,-36,16,7816,1107,1270,70,3400,2010,7,Juillet
10-Jul,-36,17,5158,365,982,0,1438,2010,7,Juillet
10-Jul,-36,19,2800,805,75,175,740,2010,7,Juillet
10-Jul,-37,16,1150,170,900,0,146,2010,7,Juillet
10-Jul,-37,16,1404,129,330,48,824,2010,7,Juillet
10-Jul,-37,16,6158,1145,1400,263,2837,2010,7,Juillet
10-Jul,-37,17,1404,67,210,33,776,2010,7,Juillet
10-Jul,-37,19,850,130,24,280,675,2010,7,Juillet
10-Aug,-30,13,10800,4340,3540,65,5988,2010,8,Ao?t
10-Aug,-33,16,4500,537,160,0,567,2010,8,Ao?t
10-Aug,-34,15,2800,100,100,0,256,2010,8,Ao?t
10-Aug,-35,16,2250,60,160,295,465,2010,8,Ao?t
10-Aug,-35,17,4200,838,100,439,304,2010,8,Ao?t
10-Aug,-35,18,18950,3803,5552,8034,5774,2010,8,Ao?t
10-Aug,-36,15,4900,384,1210,535,1538,2010,8,Ao?t
10-Aug,-36,16,4208,266,350,33,1424,2010,8,Ao?t
10-Aug,-36,17,4004,921,530,37,1092,2010,8,Ao?t
10-Aug,-36,18,1350,40,25,85,50,2010,8,Ao?t
10-Aug,-37,15,2250,360,285,0,360,2010,8,Ao?t
10-Aug,-37,16,3800,560,1078,35,1250,2010,8,Ao?t
10-Sep,-29,11,1300,325,100,0,140,2010,9,Septembre
10-Sep,-30,15,1100,0,22,0,100,2010,9,Septembre
10-Sep,-32,13,2200,50,145,80,175,2010,9,Septembre
10-Sep,-32,14,19950,4380,1625,360,11397,2010,9,Septembre
10-Sep,-32,15,4650,1415,360,0,1815,2010,9,Septembre
10-Sep,-32,16,2200,30,27,0,70,2010,9,Septembre
10-Sep,-33,14,1300,135,0,40,35,2010,9,Septembre
10-Sep,-33,15,12200,1457,720,376,1315,2010,9,Septembre
10-Sep,-33,16,1400,142,10,0,150,2010,9,Septembre
10-Sep,-34,15,11900,858,1762,151,1896,2010,9,Septembre
10-Sep,-34,16,3800,667,150,0,313,2010,9,Septembre
10-Sep,-35,15,1400,67,80,0,232,2010,9,Septembre
10-Sep,-35,16,1000,193,40,0,62,2010,9,Septembre
10-Sep,-36,16,1400,467,140,0,46,2010,9,Septembre
10-Sep,-36,18,1400,0,110,66,130,2010,9,Septembre
10-Sep,-37,15,1150,580,900,130,360,2010,9,Septembre
10-Oct,-31,12,1300,0,100,0,200,2010,10,Octobre
10-Oct,-31,13,2700,125,10,0,75,2010,10,Octobre
10-Oct,-32,15,1350,0,260,0,310,2010,10,Octobre
10-Oct,-33,15,6750,412,279,215,595,2010,10,Octobre
10-Oct,-33,16,5650,321,140,317,747,2010,10,Octobre
10-Oct,-33,17,1500,61,30,156,36,2010,10,Octobre
10-Oct,-34,16,1500,146,10,0,0,2010,10,Octobre
10-Oct,-35,16,1500,0,40,0,0,2010,10,Octobre
10-Oct,-35,17,6000,1492,220,358,1248,2010,10,Octobre
10-Oct,-35,18,9700,316,385,1599,500,2010,10,Octobre
10-Oct,-35,19,1100,0,60,0,0,2010,10,Octobre
10-Oct,-36,18,1100,100,100,175,150,2010,10,Octobre
10-Oct,-36,19,7500,740,815,1403,1413,2010,10,Octobre
10-Nov,-31,15,4200,35,30,0,543,2010,11,Novembre
10-Nov,-32,14,5100,400,543,0,400,2010,11,Novembre
10-Nov,-32,16,1800,0,0,0,0,2010,11,Novembre
10-Nov,-33,13,1500,0,50,0,31,2010,11,Novembre
10-Nov,-33,15,3000,123,260,74,155,2010,11,Novembre
10-Nov,-33,16,1000,0,170,0,54,2010,11,Novembre
10-Nov,-33,17,1500,107,0,15,228,2010,11,Novembre
10-Nov,-35,15,1500,0,60,141,94,2010,11,Novembre
10-Nov,-35,17,1500,66,50,217,174,2010,11,Novembre
10-Nov,-37,18,1000,275,12,0,84,2010,11,Novembre
10-Nov,-37,19,1000,0,0,736,72,2010,11,Novembre
10-Nov,-37,19,3000,538,10,1492,156,2010,11,Novembre
10-Nov,-37,19,3000,538,10,1492,156,2010,11,Novembre
10-Dec,-36,19,1400,144,50,684,0,2010,12,D¨¦cembre
10-Dec,-36,19,1400,144,50,684,0,2010,12,D¨¦cembre
10-Dec,-37,19,1000,504,35,1234,0,2010,12,D¨¦cembre
10-Dec,-37,19,2800,197,90,918,78,2010,12,D¨¦cembre
10-Dec,-37,19,1000,504,35,1234,0,2010,12,D¨¦cembre
10-Dec,-37,19,2800,197,90,918,78,2010,12,D¨¦cembre
10-Dec,-38,18,1000,190,85,614,0,2010,12,D¨¦cembre
10-Dec,-38,18,1000,190,85,614,0,2010,12,D¨¦cembre
11-Jan,-35,16,1000,0,0,0,0,2011,1,Janvier
11-Jan,-35,18,2350,183,0,367,100,2011,1,Janvier
11-Jan,-36,18,1500,0,29,0,25,2011,1,Janvier
11-Feb,-32,16,2800,0,168,0,10,2011,2,F¨¦vrier
11-Feb,-33,16,1500,51,21,0,45,2011,2,F¨¦vrier
11-Feb,-35,16,1500,0,23,0,0,2011,2,F¨¦vrier
11-Feb,-35,18,1500,0,28,0,15,2011,2,F¨¦vrier
11-Feb,-35,19,3000,0,155,0,20,2011,2,F¨¦vrier
11-Feb,-36,19,6000,849,582,90,227,2011,2,F¨¦vrier
11-Mar,-30,15,1100,0,0,0,75,2011,3,Mars
11-Mar,-31,14,2200,132,170,0,675,2011,3,Mars
11-Mar,-32,15,1100,0,0,0,10,2011,3,Mars
11-Mar,-33,14,1500,86,0,0,160,2011,3,Mars
11-Mar,-33,15,1500,59,0,0,90,2011,3,Mars
11-Mar,-35,17,1500,0,0,0,0,2011,3,Mars
11-Mar,-35,18,2750,26,62,0,0,2011,3,Mars
11-Mar,-36,18,1500,112,51,209,100,2011,3,Mars
11-Mar,-36,19,1500,0,0,0,0,2011,3,Mars
11-Apr,-30,14,3000,783,215,51,800,2011,4,Avril
11-Apr,-31,14,4200,382,460,96,1605,2011,4,Avril
11-Apr,-31,15,6750,93,818,42,1553,2011,4,Avril
11-Apr,-31,16,1500,243,136,0,760,2011,4,Avril
11-Apr,-32,15,1350,0,115,0,50,2011,4,Avril
11-Apr,-32,16,1350,0,0,0,0,2011,4,Avril
11-Apr,-33,16,1350,111,0,129,45,2011,4,Avril
11-Apr,-34,16,1100,0,141,113,500,2011,4,Avril
11-Apr,-34,17,6400,967,554,418,375,2011,4,Avril
11-Apr,-34,18,1500,0,0,1492,200,2011,4,Avril
11-Apr,-35,17,2450,284,316,79,170,2011,4,Avril
11-Apr,-35,18,14300,951,652,5789,1590,2011,4,Avril
11-Apr,-35,19,1100,526,136,283,150,2011,4,Avril
11-Apr,-36,18,13600,4066,913,3266,970,2011,4,Avril
11-Apr,-36,19,4850,3993,746,1475,1370,2011,4,Avril
11-Apr,-37,18,1250,191,68,452,220,2011,4,Avril
11-May,-30,12,7500,1434,1764,311,1670,2011,5,Mai
11-May,-30,13,4500,836,314,57,1160,2011,5,Mai
11-May,-30,14,4400,1349,537,0,1465,2011,5,Mai
11-May,-30,15,1100,395,57,0,250,2011,5,Mai
11-May,-32,14,1500,579,57,0,108,2011,5,Mai
11-May,-32,15,1500,0,0,0,40,2011,5,Mai
11-May,-33,16,1500,0,73,0,0,2011,5,Mai
11-May,-33,17,1100,132,0,0,15,2011,5,Mai
11-May,-34,17,9800,770,1797,1321,1633,2011,5,Mai
11-May,-35,17,4900,499,2592,345,620,2011,5,Mai
11-May,-35,18,19550,4742,5544,3498,11731,2011,5,Mai
11-May,-36,18,10650,3796,1538,3245,1792,2011,5,Mai
11-May,-36,19,5775,2943,659,1362,590,2011,5,Mai
11-Jun,-31,15,2400,0,68,0,200,2011,6,Juin
11-Jun,-32,15,27600,1316,588,34,590,2011,6,Juin
11-Jun,-32,16,2400,0,68,23,20,2011,6,Juin
11-Jun,-34,17,1500,95,46,0,20,2011,6,Juin
11-Jun,-35,17,3700,571,313,123,165,2011,6,Juin
11-Jun,-35,18,6100,1257,2157,906,1480,2011,6,Juin
11-Jun,-35,19,1100,66,452,113,150,2011,6,Juin
11-Jun,-36,17,5850,1322,3078,615,331,2011,6,Juin
11-Jun,-36,18,18575,2357,4671,2124,1014,2011,6,Juin
11-Jun,-36,19,8050,2013,1484,4825,785,2011,6,Juin
11-Jun,-37,18,3000,559,137,259,250,2011,6,Juin
11-Jun,-37,19,7250,1708,1726,1451,420,2011,6,Juin
11-Jul,-32,15,2200,79,0,0,10,2011,7,Juillet
11-Jul,-33,14,3750,796,279,209,1020,2011,7,Juillet
11-Jul,-34,14,3300,1513,113,85,390,2011,7,Juillet
11-Jul,-34,15,3500,1197,356,345,545,2011,7,Juillet
11-Jul,-34,17,650,145,90,40,12,2011,7,Juillet
11-Jul,-35,15,2600,164,57,0,20,2011,7,Juillet
11-Jul,-35,16,1300,789,243,0,400,2011,7,Juillet
11-Jul,-35,17,2750,763,134,418,102,2011,7,Juillet
11-Jul,-35,18,2900,659,166,385,130,2011,7,Juillet
11-Jul,-35,19,1500,0,35,96,50,2011,7,Juillet
11-Jul,-36,15,1500,164,124,0,200,2011,7,Juillet
11-Jul,-36,16,1500,171,90,0,8,2011,7,Juillet
11-Jul,-36,18,4750,1729,423,293,340,2011,7,Juillet
11-Jul,-36,19,17000,3349,3311,2025,1220,2011,7,Juillet
11-Jul,-37,17,3700,1189,675,37,200,2011,7,Juillet
11-Jul,-37,19,14850,4646,7537,4644,3758,2011,7,Juillet
11-Jul,-38,17,3000,1054,928,140,600,2011,7,Juillet
11-Jul,-38,18,6600,2651,1907,1011,1010,2011,7,Juillet
11-Jul,-38,19,2900,2434,1105,687,400,2011,7,Juillet
11-Aug,-30,14,3000,226,827,0,190,2011,8,Ao?t
11-Aug,-32,14,4100,1129,402,158,750,2011,8,Ao?t
11-Aug,-32,15,2100,382,28,34,30,2011,8,Ao?t
11-Aug,-33,13,1500,324,185,0,350,2011,8,Ao?t
11-Aug,-33,14,1500,1176,226,64,250,2011,8,Ao?t
11-Aug,-33,16,2000,92,0,0,0,2011,8,Ao?t
11-Aug,-34,13,1100,0,0,0,50,2011,8,Ao?t
11-Aug,-34,17,3000,0,503,252,200,2011,8,Ao?t
11-Aug,-34,18,1100,0,1243,452,0,2011,8,Ao?t
11-Aug,-35,17,14950,1230,3298,3747,2320,2011,8,Ao?t
11-Aug,-35,18,16050,1113,16562,5154,5775,2011,8,Ao?t
11-Aug,-36,17,1500,270,147,99,30,2011,8,Ao?t
11-Aug,-36,18,2750,388,622,1074,180,2011,8,Ao?t
11-Aug,-36,19,1500,0,0,68,15,2011,8,Ao?t
11-Sep,-30,13,1100,230,57,0,12,2011,9,Septembre
11-Sep,-30,14,1100,0,57,0,60,2011,9,Septembre
11-Sep,-30,15,1100,132,678,0,30,2011,9,Septembre
11-Sep,-32,14,1250,566,23,0,0,2011,9,Septembre
11-Sep,-35,18,2200,0,424,45,260,2011,9,Septembre
11-Sep,-35,19,1100,197,791,283,150,2011,9,Septembre
11-Sep,-36,18,1500,250,68,0,160,2011,9,Septembre
11-Sep,-36,19,34850,5865,13170,15499,10850,2011,9,Septembre
11-Sep,-37,18,3000,418,791,270,165,2011,9,Septembre
11-Sep,-37,19,1500,204,663,1006,600,2011,9,Septembre
11-Sep,-39,19,1100,197,791,678,600,2011,9,Septembre
11-Oct,-35,18,3700,99,188,1962,322,2011,10,Octobre
11-Oct,-35,19,14150,2036,5196,8594,2830,2011,10,Octobre
11-Oct,-36,19,21550,2878,2480,6257,1580,2011,10,Octobre
11-Nov,-30,15,6600,362,5989,0,590,2011,11,Novembre
11-Nov,-31,15,1100,66,904,0,40,2011,11,Novembre
11-Nov,-34,17,3700,99,1356,40,40,2011,11,Novembre
11-Nov,-34,18,1500,99,0,0,20,2011,11,Novembre
11-Nov,-35,17,1500,263,142,0,0,2011,11,Novembre
11-Nov,-35,18,18250,2246,1509,6752,1211,2011,11,Novembre
11-Nov,-35,19,11800,1568,504,7634,716,2011,11,Novembre
11-Nov,-36,19,12570,1072,214,4181,290,2011,11,Novembre
11-Dec,-30,12,1100,0,1017,0,150,2011,12,D¨¦cembre
11-Dec,-30,14,14200,507,5893,119,814,2011,12,D¨¦cembre
11-Dec,-30,15,5200,66,2288,0,120,2011,12,D¨¦cembre
11-Dec,-31,15,2200,0,396,0,12,2011,12,D¨¦cembre
11-Dec,-32,15,1500,0,46,0,0,2011,12,D¨¦cembre
11-Dec,-32,16,2200,0,226,0,75,2011,12,D¨¦cembre
11-Dec,-34,17,2700,675,258,59,10,2011,12,D¨¦cembre
11-Dec,-35,18,1800,88,0,128,20,2011,12,D¨¦cembre
11-Dec,-35,19,2900,889,0,298,10,2011,12,D¨¦cembre
11-Dec,-36,16,1400,201,0,181,8,2011,12,D¨¦cembre
11-Dec,-36,19,9600,2008,85,8484,366,2011,12,D¨¦cembre
11-Dec,-37,19,3000,520,0,147,10,2011,12,D¨¦cembre
12-Jan,-31,15,4050,0,506,0,20,2012,1,Janvier
12-Jan,-31,16,1350,0,0,0,10,2012,1,Janvier
12-Jan,-32,16,1350,0,145,0,20,2012,1,Janvier
12-Jan,-33,17,1500,59,0,0,0,2012,1,Janvier
12-Jan,-34,17,3000,250,111,73,15,2012,1,Janvier
12-Jan,-34,18,3000,0,0,381,0,2012,1,Janvier
12-Jan,-36,19,4850,1136,191,180,40,2012,1,Janvier
12-Jan,-37,19,1500,145,23,106,20,2012,1,Janvier
12-Feb,-36,19,3750,842,576,51,47,2012,2,F¨¦vrier
12-Mar,-31,15,1500,112,0,0,70,2012,3,Mars
12-Mar,-34,17,1200,129,0,0,50,2012,3,Mars
12-Mar,-35,16,1500,95,0,0,0,2012,3,Mars
12-Mar,-35,18,2300,157,58,0,90,2012,3,Mars
12-Mar,-35,19,2200,105,68,0,0,2012,3,Mars
12-Apr,-29,9,1400,167,0,0,200,2012,4,Avril
12-Apr,-29,10,1400,172,86,0,50,2012,4,Avril
12-Apr,-29,11,1400,475,0,0,110,2012,4,Avril
12-Apr,-30,12,1400,83,0,0,130,2012,4,Avril
12-Apr,-31,14,1500,26,0,0,150,2012,4,Avril
12-Apr,-31,15,3000,53,0,0,38,2012,4,Avril
12-Apr,-32,15,1500,132,0,0,12,2012,4,Avril
12-Apr,-35,17,1500,79,0,0,10,2012,4,Avril
12-Apr,-35,19,2700,88,25,37,70,2012,4,Avril
12-Apr,-36,19,2700,0,76,0,50,2012,4,Avril
12-May,-26,6,10000,237,124,0,3500,2012,5,Mai
12-May,-28,8,2800,480,427,0,380,2012,5,Mai
12-May,-28,9,1400,220,175,0,270,2012,5,Mai
12-May,-28,10,1400,150,71,0,400,2012,5,Mai
12-May,-28,11,1400,279,76,0,600,2012,5,Mai
12-May,-29,11,1400,83,46,0,450,2012,5,Mai
12-May,-30,12,4200,255,23,0,2760,2012,5,Mai
12-May,-30,13,1400,150,223,0,880,2012,5,Mai
12-May,-31,12,1400,232,160,0,1320,2012,5,Mai
12-May,-31,13,8150,853,147,0,5480,2012,5,Mai
12-May,-31,14,2900,200,0,0,740,2012,5,Mai
12-May,-30,14,3240,39,0,0,1278,2012,5,Mai
12-May,-30,15,3240,0,0,0,298,2012,5,Mai
12-May,-31,15,3240,0,0,0,861,2012,5,Mai
12-May,-34,16,1782,105,43,0,725,2012,5,Mai
12-May,-35,15,1969,0,94,0,399,2012,5,Mai
12-May,-35,17,2880,0,173,17,870,2012,5,Mai
12-May,-35,19,3000,26,170,162,1252,2012,5,Mai
12-May,-36,14,2245,0,0,0,289,2012,5,Mai
12-May,-31,15,3000,0,0,0,30,2012,5,Mai
12-May,-32,15,5600,470,102,0,1414,2012,5,Mai
12-May,-33,16,6400,1336,275,0,382,2012,5,Mai
12-May,-35,15,1250,250,0,11,20,2012,5,Mai
12-May,-35,18,3450,632,79,11,105,2012,5,Mai
12-May,-37,19,1250,197,102,0,10,2012,5,Mai
12-May,-38,19,1000,184,0,0,20,2012,5,Mai
12-Jun,-26,8,1400,0,278,42,1428,2012,6,Juin
12-Jun,-26,9,2800,418,502,0,1560,2012,6,Juin
12-Jun,-26,10,1400,99,165,0,865,2012,6,Juin
12-Jun,-27,10,1400,132,199,0,510,2012,6,Juin
12-Jun,-30,12,5700,845,285,0,5390,2012,6,Juin
12-Jun,-30,13,14150,4091,138,0,5990,2012,6,Juin
12-Jun,-30,14,10500,3036,153,0,4870,2012,6,Juin
12-Jun,-31,12,1400,0,46,0,1340,2012,6,Juin
12-Jun,-31,13,3700,625,165,0,940,2012,6,Juin
12-Jun,-31,14,7500,1901,266,0,3430,2012,6,Juin
12-Jun,-31,15,1200,88,0,0,20,2012,6,Juin
12-Jun,-33,13,5800,1566,627,0,2750,2012,6,Juin
12-Jun,-33,16,1100,99,113,0,30,2012,6,Juin
12-Jun,-34,13,1200,395,181,0,300,2012,6,Juin
12-Jul,-26,6,1400,111,107,0,450,2012,7,Juillet
12-Jul,-26,7,2800,51,707,49,1520,2012,7,Juillet
12-Jul,-26,8,2800,151,221,49,2450,2012,7,Juillet
12-Jul,-26,10,2800,530,79,0,2480,2012,7,Juillet
12-Jul,-27,10,1400,0,0,0,50,2012,7,Juillet
12-Jul,-28,11,1400,42,0,0,50,2012,7,Juillet
12-Jul,-30,14,1100,526,0,0,275,2012,7,Juillet
12-Jul,-31,13,2200,987,254,0,1550,2012,7,Juillet
12-Jul,-32,13,3700,1342,299,0,2450,2012,7,Juillet
12-Jul,-32,14,3700,1132,362,0,1900,2012,7,Juillet
12-Jul,-33,13,1100,329,339,0,800,2012,7,Juillet
12-Jul,-33,16,3300,1316,509,0,60,2012,7,Juillet
12-Jul,-34,10,4800,1229,111,0,3800,2012,7,Juillet
12-Jul,-34,11,2400,908,85,0,3100,2012,7,Juillet
12-Jul,-34,12,3600,375,367,0,1100,2012,7,Juillet
12-Jul,-34,13,1100,53,0,0,250,2012,7,Juillet
12-Jul,-34,17,1100,197,509,0,12,2012,7,Juillet
12-Jul,-35,16,1100,592,537,0,150,2012,7,Juillet
12-Jul,-36,18,6950,1086,2559,520,140,2012,7,Juillet
12-Jul,-36,19,3000,228,336,34,80,2012,7,Juillet
12-Jul,-37,18,3000,343,1536,79,190,2012,7,Juillet
12-Jul,-37,19,1200,625,1243,362,250,2012,7,Juillet
12-Aug,-30,12,1900,441,57,0,35,2012,8,Ao?t
12-Aug,-30,13,1250,461,0,0,200,2012,8,Ao?t
12-Aug,-31,11,2500,1868,0,0,410,2012,8,Ao?t
12-Aug,-31,12,1250,474,79,0,160,2012,8,Ao?t
12-Aug,-32,14,1100,66,0,0,75,2012,8,Ao?t
12-Aug,-33,14,1100,592,85,0,150,2012,8,Ao?t
12-Aug,-36,17,1250,62,0,0,50,2012,8,Ao?t
12-Aug,-38,18,1500,308,746,35,50,2012,8,Ao?t
12-Aug,-38,19,4100,1491,2283,655,1150,2012,8,Ao?t
12-Sep,-35,15,1500,0,45,0,0,2012,9,Septembre
12-Sep,-36,18,1500,46,40,0,0,2012,9,Septembre
12-Sep,-37,18,1100,12,226,254,0,2012,9,Septembre
12-Sep,-37,19,5800,1949,3887,2275,978,2012,9,Septembre
12-Sep,-38,18,1100,66,34,113,0,2012,9,Septembre
12-Sep,-38,19,3550,1303,2509,1085,400,2012,9,Septembre
12-Oct,-30,14,5800,546,2859,0,1180,2012,10,Octobre
12-Oct,-31,15,1000,205,0,0,30,2012,10,Octobre
12-Oct,-33,14,1500,682,68,0,10,2012,10,Octobre
12-Oct,-33,16,1000,46,147,0,12,2012,10,Octobre
12-Oct,-34,14,1500,0,0,42,40,2012,10,Octobre
12-Oct,-34,16,1500,0,0,0,0,2012,10,Octobre
12-Oct,-34,17,1200,0,0,0,70,2012,10,Octobre
12-Oct,-35,18,2500,0,34,373,30,2012,10,Octobre
12-Oct,-36,17,3000,57,93,103,150,2012,10,Octobre
12-Oct,-36,19,8150,436,740,1202,270,2012,10,Octobre
12-Oct,-37,16,1500,275,145,0,0,2012,10,Octobre
12-Oct,-37,19,3500,463,316,958,10,2012,10,Octobre
12-Oct,-38,15,1500,763,105,54,20,2012,10,Octobre
12-Oct,-38,16,1500,0,20,0,70,2012,10,Octobre
12-Oct,-39,19,1000,184,611,164,0,2012,10,Octobre
12-Nov,-30,14,3600,500,1090,0,505,2012,11,Novembre
12-Nov,-31,15,1100,0,57,0,0,2012,11,Novembre
12-Nov,-34,17,2250,0,0,0,20,2012,11,Novembre
12-Nov,-34,18,1250,0,0,170,10,2012,11,Novembre
12-Nov,-35,18,3100,46,480,1407,625,2012,11,Novembre
12-Nov,-36,19,3600,66,237,1094,310,2012,11,Novembre
12-Nov,-37,18,2500,103,182,955,270,2012,11,Novembre
12-Nov,-37,19,5000,362,246,723,290,2012,11,Novembre
12-Dec,-34,18,875,0,0,0,0,2012,12,D¨¦cembre
12-Dec,-35,18,1100,0,0,0,0,2012,12,D¨¦cembre
12-Dec,-35,19,2550,0,0,45,0,2012,12,D¨¦cembre
13-Jan,-35,15,1250,0,192,33,0,2013,1,Janvier
13-Jan,-36,16,1250,0,41,87,12,2013,1,Janvier
13-Jan,-36,18,1250,0,139,84,0,2013,1,Janvier
13-Feb,-37,18,1250,0,35,176,0,2013,2,F¨¦vrier
13-Mar,-30,14,10880,83,5851,144,1660,2013,3,Mars
13-Mar,-30,15,1260,0,626,0,130,2013,3,Mars
13-Mar,-31,15,1420,0,269,106,300,2013,3,Mars
13-Mar,-32,15,1420,0,123,195,130,2013,3,Mars
13-Mar,-32,16,1420,0,164,111,0,2013,3,Mars
13-Mar,-34,18,1200,263,0,633,0,2013,3,Mars
13-Mar,-35,18,1200,0,259,260,0,2013,3,Mars
13-Apr,-29,11,1420,0,127,79,70,2013,4,Avril
13-Apr,-30,11,5680,663,1936,751,1490,2013,4,Avril
13-Apr,-30,12,1420,214,458,42,180,2013,4,Avril
13-Apr,-30,14,2840,278,785,73,470,2013,4,Avril
13-Apr,-31,10,1420,259,112,363,260,2013,4,Avril
13-Apr,-31,11,4260,1236,2399,774,950,2013,4,Avril
13-Apr,-35,19,3600,589,745,733,250,2013,4,Avril
13-Apr,-36,18,2500,618,316,283,70,2013,4,Avril
13-Apr,-36,19,8750,6013,2480,2164,797,2013,4,Avril
13-May,-31,13,2300,395,681,1602,250,2013,5,Mai
13-May,-32,13,10800,5811,8269,6891,1316,2013,5,Mai
13-May,-32,14,7990,5008,4431,3372,610,2013,5,Mai
13-May,-32,15,18200,7517,5044,7988,1960,2013,5,Mai
13-May,-33,14,1420,826,605,435,20,2013,5,Mai
13-May,-33,15,2920,1717,999,831,180,2013,5,Mai
13-May,-33,16,1200,533,410,113,14,2013,5,Mai
13-May,-34,14,1500,879,867,133,100,2013,5,Mai
13-May,-34,16,4000,2609,228,531,70,2013,5,Mai
13-May,-34,17,3700,2016,346,145,24,2013,5,Mai
13-May,-35,16,1250,362,136,124,0,2013,5,Mai
13-May,-35,18,2450,158,57,96,0,2013,5,Mai
13-May,-36,17,2450,895,961,622,37,2013,5,Mai
13-May,-36,18,3750,1533,1469,520,60,2013,5,Mai
13-Jun,-30,12,2500,895,537,136,1000,2013,6,Juin
13-Jun,-30,13,2450,855,1695,68,1500,2013,6,Juin
13-Jun,-30,14,14100,4922,5295,0,7750,2013,6,Juin
13-Jun,-31,11,6400,1888,1726,297,1808,2013,6,Juin
13-Jun,-31,12,9200,4017,1976,514,945,2013,6,Juin
13-Jun,-31,13,5950,3665,1175,224,1150,2013,6,Juin
13-Jun,-32,10,2808,880,394,0,255,2013,6,Juin
13-Jun,-32,11,3104,1526,1200,244,1100,2013,6,Juin
13-Jun,-32,12,15254,9062,3182,1147,1870,2013,6,Juin
13-Jun,-32,13,18808,10258,3441,605,1241,2013,6,Juin
13-Jun,-32,14,2750,1354,162,42,70,2013,6,Juin
13-Jun,-32,15,1500,189,363,32,60,2013,6,Juin
13-Jun,-33,9,1404,259,368,0,210,2013,6,Juin
13-Jun,-33,10,2808,1466,1469,37,390,2013,6,Juin
13-Jun,-33,12,3200,400,429,120,350,2013,6,Juin
13-Jun,-33,13,3400,1158,397,95,307,2013,6,Juin
13-Jun,-34,10,2814,382,438,0,415,2013,6,Juin
13-Jun,-34,12,1407,264,85,0,150,2013,6,Juin
13-Jun,-34,13,4000,1646,445,148,492,2013,6,Juin
13-Jun,-34,14,1500,795,560,114,90,2013,6,Juin
13-Jun,-35,12,1407,199,172,0,400,2013,6,Juin
13-Jul,-30,12,9507,3712,2710,70,1840,2013,7,Juillet
13-Jul,-30,13,20749,4043,9932,576,8570,2013,7,Juillet
13-Jul,-30,14,6150,2605,1633,0,875,2013,7,Juillet
13-Jul,-31,11,1700,1288,473,0,126,2013,7,Juillet
13-Jul,-31,12,1500,991,0,0,50,2013,7,Juillet
13-Jul,-31,13,6200,2163,1535,28,1045,2013,7,Juillet
13-Jul,-31,15,2200,289,294,0,0,2013,7,Juillet
13-Jul,-32,11,1700,1304,515,77,528,2013,7,Juillet
13-Jul,-32,12,3000,1092,432,0,150,2013,7,Juillet
13-Jul,-32,13,1700,451,299,34,210,2013,7,Juillet
13-Jul,-32,14,2800,882,417,0,270,2013,7,Juillet
13-Jul,-32,15,1700,603,584,37,900,2013,7,Juillet
13-Jul,-33,16,1000,497,2284,237,0,2013,7,Juillet
13-Jul,-33,17,3500,1030,1076,159,170,2013,7,Juillet
