time,latitude,longitude,Effort,Catch_SWO,Catch_ALB,Catch_YFT,Catch_BET,Year,Month,Month_Name
22-Oct,-15,0,28131,12907,0,97,0,2022,10,Octobre
22-Oct,-15,5,5691,1743,0,293,0,2022,10,Octobre
22-Oct,-20,0,76812,411,17205,687,4457,2022,10,Octobre
22-Oct,-20,5,47437,392,7846,500,3081,2022,10,Octobre
22-Oct,-20,10,73750,1739,0,721,0,2022,10,Octobre
22-Oct,-25,0,12563,1767,0,0,0,2022,10,Octobre
22-Oct,-25,5,3700,0,220,0,45,2022,10,Octobre
22-Oct,-25,10,120729,1117,23,110,1308,2022,10,Octobre
22-Oct,-25,15,14960,0,0,0,0,2022,10,Octobre
22-Nov,-25,0,18000,6881,0,51,2112,2022,11,Novembre
22-Nov,-15,10,45000,670,0,300,8790,2022,11,Novembre
22-Nov,-20,0,18588,5170,0,309,0,2022,11,Novembre
22-Nov,-20,5,5010,143,390,35,117,2022,11,Novembre
22-Nov,-20,10,55835,841,0,21,240,2022,11,Novembre
22-Nov,-25,0,10882,5035,0,36,0,2022,11,Novembre
22-Nov,-25,5,6601,705,0,348,0,2022,11,Novembre
22-Nov,-25,10,46768,1164,0,8,454,2022,11,Novembre
22-Nov,-25,15,2176,0,0,0,0,2022,11,Novembre
22-Nov,-20,0,2300,625,0,0,0,2022,11,Novembre
22-Dec,-25,0,22444,5834,0,0,0,2022,12,D¨¦cembre
22-Dec,-15,10,2340,23,0,0,0,2022,12,D¨¦cembre
22-Dec,-20,0,1200,223,0,0,0,2022,12,D¨¦cembre
22-Dec,-20,5,3000,1846,0,0,0,2022,12,D¨¦cembre
22-Dec,-20,10,69086,3650,104,50,419,2022,12,D¨¦cembre
22-Dec,-25,0,4000,127,0,0,276,2022,12,D¨¦cembre
22-Dec,-25,10,94603,1112,58,80,40,2022,12,D¨¦cembre
22-Dec,-25,15,3000,1532,0,0,0,2022,12,D¨¦cembre
22-Dec,-15,0,5106,516,0,0,0,2022,12,D¨¦cembre
22-Dec,-20,0,4800,2197,0,51,70,2022,12,D¨¦cembre
22-Dec,-20,10,1200,149,0,0,0,2022,12,D¨¦cembre
22-Dec,-25,0,4800,2147,0,0,0,2022,12,D¨¦cembre
22-Dec,-25,10,2400,1755,0,0,0,2022,12,D¨¦cembre
1-Jan,-30,15,9600,490,850,490,0,2001,1,Janvier
1-Jan,-30,15,3290,0,0,0,50,2001,1,Janvier
1-Jan,-35,15,11200,285,83,1315,0,2001,1,Janvier
1-Jan,-30,10,4400,947,160,50,230,2001,1,Janvier
1-Jan,-30,15,16000,2737,125,672,857,2001,1,Janvier
1-Jan,-35,15,38985,11568,691,1254,1444,2001,1,Janvier
1-Feb,-30,15,11750,270,50,500,0,2001,2,F¨¦vrier
1-Feb,-35,15,2400,450,400,1700,0,2001,2,F¨¦vrier
1-Feb,-30,10,2900,340,50,0,0,2001,2,F¨¦vrier
1-Feb,-30,15,13000,2991,1059,455,590,2001,2,F¨¦vrier
1-Feb,-35,15,3000,529,45,20,80,2001,2,F¨¦vrier
1-Mar,-30,15,9410,0,0,0,0,2001,3,Mars
1-Mar,-35,15,8345,290,900,810,110,2001,3,Mars
1-Mar,-30,10,13950,3325,45,70,130,2001,3,Mars
1-Mar,-35,15,12900,3160,0,1565,0,2001,3,Mars
1-Apr,-30,15,81160,1774,321,45,20,2001,4,Avril
1-Apr,-30,15,4980,250,0,270,0,2001,4,Avril
1-Apr,-35,15,4000,550,1350,4920,0,2001,4,Avril
1-Apr,-30,10,8320,1375,153,65,65,2001,4,Avril
1-Apr,-30,15,6510,1461,515,300,30,2001,4,Avril
1-Apr,-35,15,20900,2735,1088,14025,600,2001,4,Avril
1-May,-30,10,50450,14576,13601,345,1420,2001,5,Mai
1-May,-30,15,26350,4279,9037,464,823,2001,5,Mai
1-May,-35,15,16000,2566,2476,3066,225,2001,5,Mai
1-May,-30,15,60850,3829,4046,190,910,2001,5,Mai
1-May,-30,15,9500,0,200,0,0,2001,5,Mai
1-Jun,-30,10,3400,300,1490,0,0,2001,6,Juin
1-Jun,-30,15,11863,360,566,400,280,2001,6,Juin
1-Jun,-30,5,1800,648,120,0,0,2001,6,Juin
1-Jun,-30,10,104490,41341,37091,1309,6713,2001,6,Juin
1-Jun,-30,15,32130,3815,4371,99,1874,2001,6,Juin
1-Jun,-35,15,11450,2994,669,4315,1443,2001,6,Juin
1-Jul,-30,10,18000,14020,779,0,1870,2001,7,Juillet
1-Jul,-30,5,8000,4114,451,0,540,2001,7,Juillet
1-Jul,-30,10,21595,7999,1718,65,1120,2001,7,Juillet
1-Jul,-30,15,53300,12866,10508,1864,11615,2001,7,Juillet
1-Aug,-30,10,5400,807,789,0,80,2001,8,Ao?t
1-Aug,-30,10,7000,2559,70,0,500,2001,8,Ao?t
1-Aug,-30,15,12000,1840,776,0,2374,2001,8,Ao?t
1-Aug,-35,10,1600,354,21,0,387,2001,8,Ao?t
1-Aug,-30,15,5200,240,0,0,630,2001,8,Ao?t
1-Aug,-35,15,15600,1550,970,3335,4865,2001,8,Ao?t
1-Sep,-30,15,8700,1920,1370,389,1825,2001,9,Septembre
1-Sep,-35,15,12700,1034,490,1505,3365,2001,9,Septembre
1-Oct,-30,5,11700,5140,50,25,695,2001,10,Octobre
1-Oct,-30,10,3108,122,0,151,748,2001,10,Octobre
1-Oct,-30,15,23800,3453,184,0,287,2001,10,Octobre
1-Oct,-30,10,1500,279,52,0,0,2001,10,Octobre
1-Oct,-30,15,12050,1532,635,3465,1428,2001,10,Octobre
1-Oct,-35,15,13200,2913,1262,7659,2107,2001,10,Octobre
1-Oct,-30,15,2650,0,24,60,80,2001,10,Octobre
1-Oct,-35,15,2200,70,75,380,140,2001,10,Octobre
1-Nov,-30,15,520,0,0,100,0,2001,11,Novembre
1-Nov,-35,15,2100,35,0,100,35,2001,11,Novembre
1-Nov,-30,10,5700,195,274,0,560,2001,11,Novembre
1-Nov,-30,15,22140,985,867,1688,887,2001,11,Novembre
1-Nov,-30,5,40380,1531,227,118,402,2001,11,Novembre
1-Nov,-30,10,9680,5450,0,0,0,2001,11,Novembre
1-Nov,-30,15,14520,9375,0,0,0,2001,11,Novembre
1-Nov,-35,15,20200,4150,392,5625,965,2001,11,Novembre
1-Dec,-30,10,4740,354,97,35,285,2001,12,D¨¦cembre
1-Dec,-30,15,20900,711,1120,1531,155,2001,12,D¨¦cembre
1-Dec,-35,15,9900,2705,38,840,30,2001,12,D¨¦cembre
2-Jan,-30,10,1500,460,300,0,165,2002,1,Janvier
2-Feb,-30,5,4800,1425,0,0,0,2002,2,F¨¦vrier
2-Feb,-30,5,2100,2225,150,45,0,2002,2,F¨¦vrier
2-Mar,-30,5,4650,1973,720,242,796,2002,3,Mars
2-Mar,-30,5,0,0,0,0,5726,2002,3,Mars
2-Mar,-30,5,3600,2000,30,130,75,2002,3,Mars
2-Mar,-30,5,1600,725,210,115,85,2002,3,Mars
2-Mar,-30,5,1600,300,300,185,60,2002,3,Mars
2-Mar,-30,5,1600,1170,150,180,0,2002,3,Mars
2-Mar,-30,5,1600,758,50,45,0,2002,3,Mars
2-Apr,-30,5,3500,1700,150,155,445,2002,4,Avril
2-Apr,-30,5,6400,2686,400,221,292,2002,4,Avril
2-Apr,-30,5,3600,2862,160,0,253,2002,4,Avril
2-Apr,-30,10,5100,1025,350,60,804,2002,4,Avril
2-Apr,-30,10,8500,2290,880,90,765,2002,4,Avril
2-Apr,-30,15,1050,,,,,2002,4,Avril
2-Apr,-30,15,1700,180,20,0,200,2002,4,Avril
2-Apr,-30,15,1700,260,110,30,180,2002,4,Avril
2-Apr,-35,15,2750,1285,160,745,460,2002,4,Avril
2-Apr,-35,15,5600,810,1115,1575,240,2002,4,Avril
2-May,-30,10,1300,536,15,0,125,2002,5,Mai
2-May,-30,10,8300,5534,685,251,765,2002,5,Mai
2-May,-30,10,9700,6432,255,395,337,2002,5,Mai
2-May,-30,10,8850,5521,915,1290,601,2002,5,Mai
2-May,-30,10,14500,7530,742,1130,328,2002,5,Mai
2-May,-30,10,700,662,0,0,603,2002,5,Mai
2-May,-30,10,1500,1095,25,80,0,2002,5,Mai
2-May,-30,10,8600,1852,1230,233,1407,2002,5,Mai
2-May,-30,10,2700,2527,2126,121,567,2002,5,Mai
2-May,-30,15,0,200,0,0,450,2002,5,Mai
2-May,-30,15,4600,3001,550,57,1346,2002,5,Mai
2-May,-30,15,1440,1145,0,50,84,2002,5,Mai
2-May,-30,15,4808,2230,46,41,272,2002,5,Mai
2-May,-35,15,0,80,0,0,0,2002,5,Mai
2-May,-35,15,5400,1015,140,720,270,2002,5,Mai
2-Jun,-30,10,8900,3946,335,0,555,2002,6,Juin
2-Jun,-30,10,1300,260,200,0,120,2002,6,Juin
2-Jun,-30,10,9450,4438,740,0,990,2002,6,Juin
2-Jun,-30,10,6800,1258,580,10,630,2002,6,Juin
2-Jun,-30,10,3600,1110,60,0,440,2002,6,Juin
2-Jun,-30,10,1700,534,944,171,568,2002,6,Juin
2-Jun,-30,10,11300,5301,3663,280,3268,2002,6,Juin
2-Jun,-30,10,19240,11129,3031,199,2259,2002,6,Juin
2-Jun,-30,10,1900,1050,80,0,240,2002,6,Juin
2-Jun,-30,15,11350,3703,2965,32,2032,2002,6,Juin
2-Jun,-30,15,8050,2400,1415,60,983,2002,6,Juin
2-Jun,-30,15,2200,416,1200,0,295,2002,6,Juin
2-Jun,-30,15,11600,2680,1448,200,1940,2002,6,Juin
2-Jun,-30,15,1000,500,200,200,150,2002,6,Juin
2-Jun,-35,10,1000,461,0,257,562,2002,6,Juin
2-Jun,-35,15,10800,6207,1210,1480,4222,2002,6,Juin
2-Jun,-35,15,1000,280,0,190,1400,2002,6,Juin
2-Jul,-30,10,5900,2112,395,0,265,2002,7,Juillet
2-Jul,-30,10,3700,1220,250,0,490,2002,7,Juillet
2-Jul,-30,10,2950,1636,990,35,718,2002,7,Juillet
2-Jul,-30,10,14350,4884,1790,0,2570,2002,7,Juillet
2-Jul,-30,10,18390,7339,3480,25,3548,2002,7,Juillet
2-Jul,-30,10,9490,5275,1045,0,1741,2002,7,Juillet
2-Jul,-30,10,50980,22682,6363,90,9151,2002,7,Juillet
2-Jul,-30,15,6840,2748,1847,70,1607,2002,7,Juillet
2-Jul,-30,15,10400,7862,4391,43,3860,2002,7,Juillet
2-Jul,-30,15,7800,2822,330,0,1222,2002,7,Juillet
2-Jul,-30,15,2700,1050,180,0,70,2002,7,Juillet
2-Jul,-30,15,2020,383,120,0,555,2002,7,Juillet
2-Jul,-30,15,3200,815,340,355,1255,2002,7,Juillet
2-Jul,-35,15,7500,3263,0,0,0,2002,7,Juillet
2-Jul,-35,15,4700,1540,310,125,1170,2002,7,Juillet
2-Aug,-30,15,4150,164,115,0,337,2002,8,Ao?t
2-Aug,-30,15,9880,2095,425,74,1033,2002,8,Ao?t
2-Aug,-30,15,10840,2779,500,135,933,2002,8,Ao?t
2-Aug,-30,15,6000,1013,89,0,451,2002,8,Ao?t
2-Aug,-30,15,28640,8307,2364,1961,6027,2002,8,Ao?t
2-Aug,-35,15,1500,300,600,200,200,2002,8,Ao?t
2-Aug,-35,15,7350,1987,2440,478,1500,2002,8,Ao?t
2-Aug,-35,15,2600,595,0,362,1812,2002,8,Ao?t
2-Aug,-35,15,8790,3054,1980,1453,5158,2002,8,Ao?t
2-Aug,-35,15,10000,3097,338,792,1181,2002,8,Ao?t
2-Aug,-35,15,0,257,0,0,50,2002,8,Ao?t
2-Aug,-35,15,4500,3164,360,865,1680,2002,8,Ao?t
2-Aug,-35,15,13200,6157,1912,4588,6188,2002,8,Ao?t
2-Sep,-30,10,1800,285,100,0,285,2002,9,Septembre
2-Sep,-30,10,960,119,0,0,42,2002,9,Septembre
2-Sep,-30,15,1100,894,0,0,112,2002,9,Septembre
2-Sep,-30,15,13550,3956,1870,0,4640,2002,9,Septembre
2-Sep,-30,15,2200,67,30,0,0,2002,9,Septembre
2-Sep,-30,15,7750,1566,670,0,3050,2002,9,Septembre
2-Sep,-30,15,1400,569,10,90,95,2002,9,Septembre
2-Sep,-30,15,0,705,2100,470,270,2002,9,Septembre
2-Sep,-35,15,5000,1080,180,0,485,2002,9,Septembre
2-Sep,-35,15,2500,1209,1536,2376,1980,2002,9,Septembre
2-Sep,-35,15,5000,1524,410,2520,1932,2002,9,Septembre
2-Sep,-35,15,23600,6554,346,6315,11670,2002,9,Septembre
2-Sep,-35,15,8000,2100,400,35,1700,2002,9,Septembre
2-Sep,-35,15,3600,735,0,0,0,2002,9,Septembre
2-Sep,-35,15,10300,1679,700,53,3950,2002,9,Septembre
2-Oct,-30,10,1440,126,17,0,92,2002,10,Octobre
2-Oct,-30,10,9600,1430,740,0,5325,2002,10,Octobre
2-Oct,-30,10,1700,130,0,0,95,2002,10,Octobre
2-Oct,-30,15,4200,712,250,198,2142,2002,10,Octobre
2-Oct,-30,15,6000,520,320,0,1860,2002,10,Octobre
2-Oct,-30,15,1500,160,0,0,100,2002,10,Octobre
2-Oct,-30,15,1500,434,0,0,15,2002,10,Octobre
2-Oct,-30,15,2000,402,0,40,5305,2002,10,Octobre
2-Oct,-30,15,3000,240,150,0,3300,2002,10,Octobre
2-Oct,-30,15,6460,185,360,105,7008,2002,10,Octobre
2-Oct,-30,15,24820,9737,530,475,5441,2002,10,Octobre
2-Oct,-30,15,4750,353,50,35,1605,2002,10,Octobre
2-Oct,-30,15,9240,4471,1162,2166,2918,2002,10,Octobre
2-Oct,-30,15,1000,306,20,0,31,2002,10,Octobre
2-Oct,-35,15,4600,1197,30,40,282,2002,10,Octobre
2-Oct,-35,15,4300,588,20,193,110,2002,10,Octobre
2-Nov,-30,10,35800,4317,2744,125,29056,2002,11,Novembre
2-Nov,-30,15,13800,1228,690,50,7286,2002,11,Novembre
2-Nov,-30,15,4900,599,623,30,3762,2002,11,Novembre
2-Nov,-30,15,3100,1045,410,0,705,2002,11,Novembre
2-Nov,-30,15,9700,1323,3835,380,7473,2002,11,Novembre
2-Nov,-30,15,23200,4674,2875,0,13632,2002,11,Novembre
2-Nov,-30,15,6400,2254,300,280,1800,2002,11,Novembre
2-Nov,-30,15,2490,226,90,0,180,2002,11,Novembre
2-Nov,-30,15,12300,2329,630,240,3018,2002,11,Novembre
2-Nov,-30,15,13656,3486,680,910,4311,2002,11,Novembre
2-Nov,-30,15,1200,78,40,76,42,2002,11,Novembre
2-Nov,-35,15,1200,637,90,0,111,2002,11,Novembre
2-Nov,-30,10,1300,361,0,0,0,2002,11,Novembre
2-Nov,-35,15,1800,45,0,0,0,2002,11,Novembre
2-Nov,-35,15,7860,749,417,2355,130,2002,11,Novembre
2-Nov,-35,15,3700,5735,0,326,0,2002,11,Novembre
2-Nov,-35,15,1200,345,0,10,0,2002,11,Novembre
2-Nov,-35,15,2550,308,30,175,80,2002,11,Novembre
2-Dec,-30,15,1300,60,0,0,40,2002,12,D¨¦cembre
2-Dec,-30,15,7500,1281,0,70,1267,2002,12,D¨¦cembre
2-Dec,-30,15,1000,0,90,0,67,2002,12,D¨¦cembre
2-Dec,-30,15,4800,917,70,260,330,2002,12,D¨¦cembre
2-Dec,-30,15,13000,2625,1705,2400,1784,2002,12,D¨¦cembre
2-Dec,-30,15,7200,621,510,45,434,2002,12,D¨¦cembre
2-Dec,-35,15,5200,780,550,1580,300,2002,12,D¨¦cembre
2-Dec,-35,15,6600,1557,400,1884,252,2002,12,D¨¦cembre
2-Dec,-35,15,3000,356,220,0,36,2002,12,D¨¦cembre
2-Dec,-35,15,1500,551,120,0,146,2002,12,D¨¦cembre
2-Dec,-35,15,2600,655,0,210,223,2002,12,D¨¦cembre
3-Jan,-30,10,1900,1050,45,97,0,2003,1,Janvier
3-Jan,-30,15,13800,1854,178,160,1893,2003,1,Janvier
3-Jan,-35,15,2400,1689,64,318,637,2003,1,Janvier
3-Jan,-30,15,28100,16101,3409,1051,404,2003,1,Janvier
3-Jan,-30,10,3500,1071,60,7,80,2003,1,Janvier
3-Jan,-30,15,9600,1504,140,88,255,2003,1,Janvier
3-Feb,-30,0,0,0,0,0,0,2003,2,F¨¦vrier
3-Mar,-30,10,1400,150,80,0,0,2003,3,Mars
3-Mar,-30,15,11600,2250,560,60,60,2003,3,Mars
3-Apr,-30,5,6000,1683,410,48,72,2003,4,Avril
3-Apr,-30,10,3000,830,230,230,80,2003,4,Avril
3-Apr,-30,15,10100,2216,130,440,430,2003,4,Avril
3-Apr,-35,15,8600,549,0,575,28,2003,4,Avril
3-Apr,-35,15,700,43,210,187,0,2003,4,Avril
3-Apr,-35,15,8600,549,0,575,28,2003,4,Avril
3-May,-30,10,21000,10137,1051,180,1416,2003,5,Mai
3-May,-30,10,7700,5183,2632,309,737,2003,5,Mai
3-May,-30,10,7700,5183,2632,309,737,2003,5,Mai
3-Jun,-30,10,1600,35,150,0,35,2003,6,Juin
3-Jun,-30,15,13900,4792,691,288,1563,2003,6,Juin
3-Jun,-30,10,5400,3242,415,40,700,2003,6,Juin
3-Jun,-30,15,25860,3383,6055,1181,1787,2003,6,Juin
3-Jun,-30,10,5400,3242,415,40,700,2003,6,Juin
3-Jun,-30,15,25860,3383,6055,1181,1787,2003,6,Juin
3-Jun,-35,15,15300,1007,630,1489,315,2003,6,Juin
3-Jun,-35,15,15300,1007,630,1489,315,2003,6,Juin
3-Jul,-30,5,1600,840,760,0,742,2003,7,Juillet
3-Jul,-30,10,11200,2960,378,0,2731,2003,7,Juillet
3-Jul,-35,5,1400,440,50,0,40,2003,7,Juillet
3-Jul,-35,10,19400,7152,2200,60,5836,2003,7,Juillet
3-Jul,-30,5,1500,112,30,42,0,2003,7,Juillet
3-Jul,-30,10,17700,5958,2070,30,2098,2003,7,Juillet
3-Jul,-30,15,10200,2019,336,40,610,2003,7,Juillet
3-Jul,-35,10,9500,3137,845,30,2235,2003,7,Juillet
3-Aug,-30,5,9000,3376,1050,24,699,2003,8,Ao?t
3-Aug,-30,10,3520,0,80,0,340,2003,8,Ao?t
3-Aug,-30,15,47800,12139,2477,734,9178,2003,8,Ao?t
3-Aug,-35,15,5800,997,177,73,376,2003,8,Ao?t
3-Aug,-35,15,16210,147,1512,5281,3140,2003,8,Ao?t
3-Sep,-35,15,7025,1616,415,512,2111,2003,9,Septembre
3-Sep,-30,10,2400,51,9,21,0,2003,9,Septembre
3-Sep,-30,15,24760,3217,418,777,2677,2003,9,Septembre
3-Sep,-35,15,6600,645,197,310,1110,2003,9,Septembre
3-Oct,-30,15,1000,256,210,363,202,2003,10,Octobre
3-Oct,-35,15,5125,2317,606,297,623,2003,10,Octobre
3-Oct,-30,15,2400,0,22,105,80,2003,10,Octobre
3-Oct,-35,15,4600,325,170,485,80,2003,10,Octobre
3-Oct,-30,15,3200,180,42,307,418,2003,10,Octobre
3-Nov,-30,10,2500,0,0,0,1200,2003,11,Novembre
3-Dec,-30,10,0,0,0,0,0,2003,12,D¨¦cembre
4-Jan,-30,10,0,0,0,0,0,2003,1,Janvier
4-Feb,-30,15,750,0,0,0,0,2004,2,F¨¦vrier
4-Feb,-35,15,4345,0,0,100,0,2004,2,F¨¦vrier
4-Mar,-30,15,5300,0,0,1883,0,2004,3,Mars
4-Mar,-35,15,10606,30,9,865,0,2004,3,Mars
4-Apr,-30,15,500,0,0,0,0,2004,4,Avril
4-Apr,-35,15,4865,0,0,235,0,2004,4,Avril
4-Apr,-30,10,4800,2080,0,0,0,2004,4,Avril
4-Apr,-30,15,6000,3013,0,0,0,2004,4,Avril
4-Apr,-30,15,1300,80,20,70,25,2004,4,Avril
4-Mar,-30,5,6900,5909,0,147,0,2004,3,Mars
4-Apr,-35,15,1600,760,16,30,370,2004,4,Avril
4-May,-30,10,10720,6535,1630,442,775,2004,5,Mai
4-May,-30,15,1000,511,60,37,128,2004,5,Mai
4-May,-30,15,1600,255,40,80,60,2004,5,Mai
4-Jun,-30,15,15600,7275,1530,0,2487,2004,6,Juin
4-Jun,-30,10,24280,12862,2230,0,1395,2004,6,Juin
4-Jun,-30,15,8700,2943,497,245,1155,2004,6,Juin
4-Jun,-35,15,6600,0,0,0,0,2004,6,Juin
4-Jun,-30,10,25300,14527,1580,0,2229,2004,6,Juin
4-Jul,-35,10,1500,472,120,0,100,2004,7,Juillet
4-Jul,-30,10,8000,5068,720,0,3826,2004,7,Juillet
4-Jul,-30,15,3200,358,1020,0,386,2004,7,Juillet
4-Jul,-30,10,17700,9415,746,0,2867,2004,7,Juillet
4-Jul,-30,15,12360,6394,2935,865,8641,2004,7,Juillet
4-Jul,-30,10,2800,594,920,0,347,2004,7,Juillet
4-Jul,-30,15,12400,4965,450,0,362,2004,7,Juillet
4-Jul,-35,15,1400,290,0,0,0,2004,7,Juillet
4-Jul,-30,15,9600,0,0,0,0,2004,7,Juillet
4-Aug,-30,10,7200,3946,400,0,329,2004,8,Ao?t
4-Aug,-30,15,9250,1718,573,54,992,2004,8,Ao?t
4-Aug,-35,10,14400,8212,2966,0,998,2004,8,Ao?t
4-Aug,-35,15,2950,274,342,33,444,2004,8,Ao?t
4-Aug,-30,10,20540,7512,1529,0,2686,2004,8,Ao?t
4-Aug,-30,15,18820,5113,2021,270,9110,2004,8,Ao?t
4-Aug,-30,10,4500,2750,118,0,480,2004,8,Ao?t
4-Aug,-30,15,6000,1018,190,70,570,2004,8,Ao?t
4-Aug,-35,10,10500,8300,1380,0,1140,2004,8,Ao?t
4-Sep,-30,15,16200,4210,490,920,6738,2004,9,Septembre
4-Sep,-35,10,18600,8276,930,0,805,2004,9,Septembre
4-Sep,-35,15,5600,2400,180,270,2146,2004,9,Septembre
4-Sep,-30,10,4320,715,148,0,1535,2004,9,Septembre
4-Sep,-30,15,3200,515,100,300,390,2004,9,Septembre
4-Oct,-30,10,1200,155,20,0,0,2004,10,Octobre
4-Oct,-30,15,8600,1945,260,295,2670,2004,10,Octobre
4-Oct,-30,15,12000,217,1364,272,1252,2004,10,Octobre
4-Oct,-35,15,14800,346,1012,1670,1047,2004,10,Octobre
4-Oct,-30,10,1500,289,100,0,1426,2004,10,Octobre
4-Oct,-30,15,18000,4570,1232,0,12356,2004,10,Octobre
4-Oct,-30,15,16800,2800,0,127,8194,2004,10,Octobre
4-Oct,-30,15,12800,100,22,0,120,2004,10,Octobre
4-Oct,-30,5,1700,0,0,0,1760,2004,10,Octobre
4-Oct,-30,10,10000,1596,406,110,6266,2004,10,Octobre
4-Oct,-30,15,42100,5403,1367,1749,20146,2004,10,Octobre
4-Oct,-35,10,3200,742,220,0,513,2004,10,Octobre
4-Nov,-30,10,1600,350,0,0,250,2004,11,Novembre
4-Nov,-30,15,17100,5738,380,390,3250,2004,11,Novembre
4-Nov,-30,15,21000,221,2934,79,4716,2004,11,Novembre
4-Nov,-30,15,1500,43,0,0,110,2004,11,Novembre
4-Nov,-30,10,3600,1218,0,0,1653,2004,11,Novembre
4-Nov,-30,15,13400,3552,160,90,3560,2004,11,Novembre
4-Nov,-30,15,4700,0,0,0,0,2004,11,Novembre
4-Nov,-35,15,3600,40,0,800,25,2004,11,Novembre
4-Nov,-30,10,22300,1426,590,56,15336,2004,11,Novembre
4-Nov,-30,15,34960,5943,410,1040,8227,2004,11,Novembre
4-Nov,-35,15,2600,597,0,251,80,2004,11,Novembre
4-Dec,-30,10,1600,135,20,0,2400,2004,12,D¨¦cembre
4-Dec,-30,10,3000,132,50,0,692,2004,12,D¨¦cembre
4-Dec,-30,15,4500,210,0,47,240,2004,12,D¨¦cembre
4-Dec,-30,10,18530,670,246,0,9914,2004,12,D¨¦cembre
4-Dec,-30,15,6302,323,48,24,4149,2004,12,D¨¦cembre
5-Jan,-30,15,6720,830,22,160,69,2005,1,Janvier
5-Jan,-35,5,5400,880,320,0,60,2005,1,Janvier
5-Jan,-35,10,10980,2445,780,50,420,2005,1,Janvier
5-Jan,-35,15,3150,220,140,42,50,2005,1,Janvier
5-Feb,-30,15,8200,1208,150,230,0,2005,2,F¨¦vrier
5-Mar,-30,15,14400,265,24,1123,92,2005,3,Mars
5-Mar,-35,15,5000,55,0,20,0,2005,3,Mars
5-Apr,-30,15,14300,47,10,800,61,2005,4,Avril
5-Apr,-35,10,1100,386,0,956,0,2005,4,Avril
5-Apr,-35,15,16850,316,0,1588,0,2005,4,Avril
5-Apr,-30,15,6400,2160,0,815,60,2005,4,Avril
5-Apr,-35,10,3200,585,0,735,365,2005,4,Avril
5-Apr,-35,15,8000,2495,0,1370,580,2005,4,Avril
5-May,-30,10,20140,8335,140,1335,6090,2005,5,Mai
5-May,-30,15,4388,649,450,515,540,2005,5,Mai
5-May,-35,10,1700,585,0,155,40,2005,5,Mai
5-May,-30,10,1100,0,0,0,0,2005,5,Mai
5-May,-30,15,18900,0,0,778,0,2005,5,Mai
5-May,-35,15,1600,0,0,575,0,2005,5,Mai
5-Jun,-30,15,4500,240,0,238,0,2005,6,Juin
5-Jun,-30,10,31140,10155,7970,1980,7445,2005,6,Juin
5-Jun,-30,15,28700,17000,5496,3565,8169,2005,6,Juin
5-Jul,-30,10,56700,17921,6280,2029,25907,2005,7,Juillet
5-Jul,-30,15,24500,10045,1320,681,7000,2005,7,Juillet
5-Jul,-35,15,1400,275,8,60,75,2005,7,Juillet
5-Aug,-30,15,9880,62,1089,192,1047,2005,8,Ao?t
5-Aug,-30,5,2572,1666,0,0,0,2005,8,Ao?t
5-Aug,-35,15,2350,185,117,1197,108,2005,8,Ao?t
5-Aug,-30,10,33150,10429,1472,325,8637,2005,8,Ao?t
5-Aug,-30,15,12850,2620,1422,575,8685,2005,8,Ao?t
5-Aug,-35,15,1200,20,0,60,36,2005,8,Ao?t
6-Sep,-30,10,6300,363,69,0,28,2006,9,Septembre
5-Sep,-30,5,1360,646,0,0,0,2005,9,Septembre
5-Sep,-30,10,17150,6691,540,148,4006,2005,9,Septembre
5-Sep,-30,15,15400,1540,7955,955,11670,2005,9,Septembre
5-Oct,-30,5,11400,1019,0,0,0,2005,10,Octobre
5-Oct,-30,15,5610,57,328,120,568,2005,10,Octobre
5-Oct,-35,15,51310,1389,3119,11383,13315,2005,10,Octobre
5-Oct,-35,15,12200,0,0,680,0,2005,10,Octobre
5-Oct,-30,10,24900,3716,646,130,13968,2005,10,Octobre
5-Oct,-30,15,16900,525,1462,60,7676,2005,10,Octobre
5-Oct,-35,15,15750,2110,0,17255,4865,2005,10,Octobre
5-Nov,-30,15,27260,865,384,555,18485,2005,11,Novembre
5-Nov,-35,15,39650,5755,441,25865,15040,2005,11,Novembre
5-Nov,-30,15,1300,0,0,0,0,2005,11,Novembre
5-Nov,-35,15,6100,0,0,335,0,2005,11,Novembre
5-Dec,-30,15,750,0,0,40,0,2005,12,D¨¦cembre
5-Dec,-30,10,7000,150,0,0,1170,2005,12,D¨¦cembre
5-Dec,-30,15,1750,70,0,30,585,2005,12,D¨¦cembre
5-Dec,-35,15,50840,13952,653,74620,8010,2005,12,D¨¦cembre
6-Jan,-30,15,7000,200,0,325,1125,2006,1,Janvier
6-Jan,-35,15,38850,13601,624,39481,3435,2006,1,Janvier
6-Feb,-30,15,1750,55,0,150,285,2006,2,F¨¦vrier
6-Feb,-35,15,34850,7815,284,9587,5274,2006,2,F¨¦vrier
6-Mar,-30,5,1400,213,250,0,72,2006,3,Mars
6-Mar,-35,15,800,82,0,137,0,2006,3,Mars
6-Apr,-30,10,6400,1202,355,279,78,2006,4,Avril
6-Apr,-30,5,22410,5701,107,0,0,2006,4,Avril
6-Apr,-30,15,10650,2758,646,252,331,2006,4,Avril
6-Apr,-35,15,17800,3672,1291,12625,1310,2006,4,Avril
6-May,-30,10,6320,1210,720,110,780,2006,5,Mai
6-May,-30,15,26160,7828,3064,1317,4140,2006,5,Mai
6-May,-35,15,4660,250,180,997,830,2006,5,Mai
