time,longitude,latitude,EA1,SSH1,Radius1,U1,track1,c1,Year,Month,RNL1
6/1/2009,15,-38,0.0417,-0.118,33250,0.259,332213,0.259,2009,6,1
6/2/2009,15,-38,0.0331,-0.128,32750,0.2294,332213,0,2009,6,
6/3/2009,15,-39,0.0245,-0.138,32300,0.1998,332213,0.1998,2009,6,1
6/4/2009,15,-39,0.0211,-0.144,25650,0.1845,332213,0.1845,2009,6,1
5/30/2009,11,-25,0.0071,-0.048,50700,0.0983,332266,0.0983,2009,5,1
5/31/2009,11,-25,0.0104,-0.046,52900,0.104,332266,0.104,2009,5,1
6/1/2009,11,-25,0.0089,-0.046,53950,0.1019,332266,0.1019,2009,6,1
6/2/2009,11,-25,0.0078,-0.0465,51050,0.0971,332266,0,2009,6,
6/3/2009,11,-25,0.0067,-0.047,48150,0.0924,332266,0,2009,6,
6/4/2009,11,-25,0.0056,-0.0475,45250,0.0876,332266,0,2009,6,
6/5/2009,11,-25,0.0045,-0.048,42350,0.0829,332266,0.0829,2009,6,1
5/31/2009,5,-24,0.0051,-0.014,29750,0.0684,332300,0.0684,2009,5,1
6/1/2009,5,-24,0.0072,-0.012,36250,0.0657,332300,0.0657,2009,6,1
6/6/2009,1,-16,0.0067,0.008,45450,0.0522,332604,0.0482,2009,6,1.08298755186722
6/7/2009,1,-16,0.0042,0.006,36350,0.0489,332604,0.0489,2009,6,1
6/11/2009,12,-34,0.0178,0.008,35450,0.1321,332867,0.1321,2009,6,1
6/12/2009,12,-34,0.0165,0.014,35600,0.1317,332867,0.1317,2009,6,1
6/17/2009,3,-24,0.0076,0,36250,0.0615,333179,0.0615,2009,6,1
6/18/2009,3,-24,0.0055,-0.002,31200,0.0543,333179,0.0543,2009,6,1
6/17/2009,7,-31,0.0153,-0.086,31550,0.1225,333218,0.1225,2009,6,1
6/18/2009,7,-31,0.0154,-0.088,32600,0.1247,333218,0.1247,2009,6,1
6/19/2009,6,-31,0.0191,-0.084,34000,0.1337,333218,0.1337,2009,6,1
6/20/2009,6,-31,0.0155,-0.086,32100,0.131,333218,0.131,2009,6,1
6/21/2009,6,-31,0.0137,-0.086,32000,0.1255,333218,0.1255,2009,6,1
6/22/2009,6,-31,0.0116,-0.086,31750,0.1181,333218,0.1181,2009,6,1
6/18/2009,11,-16,0.004,-0.036,40700,0.0937,333258,0.0937,2009,6,1
6/19/2009,11,-16,0.0067,-0.038,42000,0.1148,333258,0.1148,2009,6,1
6/20/2009,11,-16,0.0098,-0.038,49100,0.1402,333258,0.1402,2009,6,1
6/21/2009,11,-16,0.011,-0.04,49950,0.1496,333258,0.1496,2009,6,1
6/22/2009,11,-16,0.012,-0.04,54550,0.1593,333258,0.1593,2009,6,1
6/19/2009,15,-34,0.0162,0.038,35400,0.112,333271,0.1108,2009,6,1.0108303249097474
6/20/2009,16,-34,0.0261,0.042,36750,0.1408,333271,0.1408,2009,6,1
6/21/2009,16,-34,0.0266,0.038,34400,0.1514,333271,0.1514,2009,6,1
6/22/2009,16,-34,0.0204,0.03,31150,0.165,333271,0.165,2009,6,1
6/21/2009,9,-19,0.0067,0.01,33100,0.0654,333375,0.0654,2009,6,1
6/22/2009,9,-19,0.0064,0.01,35000,0.0665,333375,0.0665,2009,6,1
6/23/2009,9,-19,0.008,0.01,44500,0.063,333375,0.063,2009,6,1
6/24/2009,9,-19,0.0065,0.008,41900,0.0618,333375,0.0618,2009,6,1
6/22/2009,1,-19,0.0062,0,54750,0.0649,333451,0.0649,2009,6,1
6/23/2009,0,-19,0.0055,-0.002,48450,0.0619,333451,0.0619,2009,6,1
6/24/2009,7,-20,0.0042,-0.006,47050,0.0504,333569,0.0504,2009,6,1
6/25/2009,7,-20,0.0044,-0.006,43450,0.054,333569,0.054,2009,6,1
6/26/2009,7,-20,0.005,-0.004,51150,0.0601,333569,0.0601,2009,6,1
6/27/2009,7,-20,0.0049,-0.00467,49100,0.0576,333569,0,2009,6,
6/28/2009,7,-20,0.0048,-0.00533,47050,0.0552,333569,0,2009,6,
6/29/2009,7,-20,0.0047,-0.006,45050,0.0528,333569,0.0528,2009,6,1
6/28/2009,11,-16,0.0239,-0.03,65750,0.176,333817,0.176,2009,6,1
6/29/2009,11,-16,0.0181,-0.034,57150,0.1667,333817,0.1667,2009,6,1
6/30/2009,11,-16,0.0137,-0.036,47350,0.1307,333817,0.1307,2009,6,1
7/1/2009,11,-16,0.0091,-0.036,45800,0.1058,333817,0.1058,2009,7,1
7/2/2009,11,-16,0.0074,-0.038,45300,0.1083,333817,0.1083,2009,7,1
7/3/2009,11,-16,0.0062,-0.037,43850,0.0922,333817,0,2009,7,
7/4/2009,11,-16,0.005,-0.036,42400,0.0762,333817,0.0762,2009,7,1
6/30/2009,16,-37,0.0962,-0.292,40150,0.5278,333957,0.5278,2009,6,1
7/1/2009,16,-37,0.1175,-0.288,42100,0.631,333957,0.631,2009,7,1
7/2/2009,16,-37,0.1039,-0.29,43850,0.6174,333957,0.616,2009,7,1.0022727272727272
7/3/2009,16,-37,0.0675,-0.312,36550,0.5264,333957,0.5264,2009,7,1
7/2/2009,1,-33,0.0085,-0.002,37850,0.0706,334011,0.0706,2009,7,1
7/3/2009,1,-33,0.0122,-0.002,44350,0.0735,334011,0.0735,2009,7,1
7/4/2009,0,-33,0.017,0,45050,0.0865,334011,0.0865,2009,7,1
7/5/2009,0,-33,0.0223,0.002,53750,0.0898,334011,0.085,2009,7,1.056470588235294
7/6/2009,0,-33,0.025,0.002,53000,0.0954,334011,0.0895,2009,7,1.0659217877094973
7/7/2009,0,-33,0.0247,0,51000,0.0986,334011,0.0982,2009,7,1.0040733197556009
7/8/2009,0,-33,0.0226,-0.004,47950,0.1014,334011,0.1014,2009,7,1
7/9/2009,0,-33,0.0193,-0.008,44150,0.1013,334011,0.1013,2009,7,1
7/10/2009,0,-33,0.0134,-0.012,39050,0.0897,334011,0.0897,2009,7,1
7/3/2009,3,-40,0.0047,-0.056,36500,0.0437,334102,0.0437,2009,7,1
7/4/2009,3,-40,0.0082,-0.052,38950,0.049,334102,0.049,2009,7,1
7/6/2009,3,-40,0.0116,-0.046,51500,0.0535,334102,0.0535,2009,7,1
7/7/2009,3,-40,0.0146,-0.042,53400,0.0616,334102,0.0616,2009,7,1
7/3/2009,8,-35,0.0231,-0.122,42850,0.1407,334109,0.1407,2009,7,1
7/4/2009,8,-35,0.0326,-0.116,56450,0.1574,334109,0.1542,2009,7,1.0207522697795073
7/5/2009,8,-35,0.0338,-0.114,54300,0.1659,334109,0.1642,2009,7,1.0103532277710108
7/6/2009,8,-35,0.0391,-0.112,53800,0.1739,334109,0.1739,2009,7,1
7/7/2009,8,-35,0.0283,-0.12,41050,0.1605,334109,0.1605,2009,7,1
7/8/2009,8,-35,0.0304,-0.118,39100,0.1579,334109,0.1579,2009,7,1
7/9/2009,8,-35,0.0303,-0.11,39450,0.1528,334109,0.1513,2009,7,1.009914077990747
7/10/2009,8,-35,0.027,-0.098,42650,0.1463,334109,0.1463,2009,7,1
7/11/2009,8,-34,0.0186,-0.094,39450,0.1269,334109,0.1269,2009,7,1
7/5/2009,1,-39,0.0103,-0.03,34100,0.0767,334182,0.0767,2009,7,1
7/6/2009,2,-39,0.0065,-0.03,35050,0.0668,334182,0.0668,2009,7,1
7/7/2009,2,-39,0.0065,-0.029,35050,0.0661,334182,0,2009,7,
7/8/2009,1,-39,0.0066,-0.028,35050,0.0654,334182,0,2009,7,
7/9/2009,1,-39,0.0067,-0.027,35050,0.0647,334182,0,2009,7,
7/10/2009,1,-39,0.0068,-0.026,35100,0.0641,334182,0.0641,2009,7,1
7/6/2009,360,-40,0.0113,-0.056,36550,0.0607,334262,0.0607,2009,7,1
7/7/2009,14,-28,0.0108,-0.016,33800,0.0711,334305,0.0711,2009,7,1
7/8/2009,14,-28,0.0095,-0.016,35400,0.0693,334305,0.0693,2009,7,1
7/9/2009,14,-28,0.0092,-0.016,34700,0.0691,334305,0.0691,2009,7,1
7/10/2009,14,-28,0.0089,-0.016,36850,0.0694,334305,0.0694,2009,7,1
7/11/2009,14,-28,0.0094,-0.016,37100,0.0706,334305,0.0706,2009,7,1
7/12/2009,14,-28,0.0078,-0.016,33200,0.0729,334305,0.0729,2009,7,1
7/13/2009,14,-28,0.0067,-0.016,31200,0.0699,334305,0.0699,2009,7,1
7/10/2009,15,-37,0.0402,-0.156,38750,0.2848,334511,0.2848,2009,7,1
7/11/2009,14,-38,0.0907,-0.106,43250,0.3775,334511,0.3775,2009,7,1
7/12/2009,14,-38,0.05,-0.122,37800,0.3256,334511,0.3256,2009,7,1
7/11/2009,13,-21,0.0063,-0.024,35250,0.0767,334546,0.0767,2009,7,1
7/12/2009,13,-21,0.0088,-0.018,41000,0.0811,334546,0.0811,2009,7,1
7/13/2009,13,-21,0.0106,-0.014,43900,0.0655,334546,0.0655,2009,7,1
7/14/2009,13,-21,0.0117,-0.012,50600,0.0557,334546,0.0557,2009,7,1
7/15/2009,13,-21,0.0083,-0.012,49200,0.0575,334546,0.0575,2009,7,1
7/16/2009,13,-21,0.0062,-0.01,48900,0.0515,334546,0.0515,2009,7,1
7/11/2009,16,-30,0.0055,-0.06,27700,0.0841,334560,0.0841,2009,7,1
7/12/2009,16,-30,0.0084,-0.058,29250,0.0896,334560,0.0896,2009,7,1
7/15/2009,10,-32,0.0164,0.044,51750,0.0901,334753,0.0901,2009,7,1
7/16/2009,10,-32,0.0193,0.038,52950,0.1011,334753,0.0975,2009,7,1.0369230769230768
7/17/2009,9,-32,0.0173,0.032,43350,0.102,334753,0.102,2009,7,1
7/18/2009,9,-32,0.0222,0.034,47550,0.1082,334753,0.1045,2009,7,1.0354066985645933
7/19/2009,9,-32,0.0237,0.034,46750,0.1074,334753,0.1074,2009,7,1
7/20/2009,9,-32,0.0195,0.032,44950,0.1014,334753,0.1014,2009,7,1
7/21/2009,9,-32,0.0171,0.032,41900,0.0952,334753,0.0952,2009,7,1
7/22/2009,9,-32,0.0117,0.028,37550,0.0846,334753,0.0846,2009,7,1
7/17/2009,10,-36,0.023,-0.098,29700,0.1849,334897,0.1849,2009,7,1
7/18/2009,10,-36,0.0214,-0.094,28300,0.1684,334897,0.1684,2009,7,1
7/23/2009,9,-15,0.0064,-0.024,36800,0.0874,334932,0.0874,2009,7,1
7/26/2009,9,-15,0.0075,-0.022,35300,0.0931,334932,0.0931,2009,7,1
7/19/2009,10,-37,0.0147,-0.038,35750,0.0885,334992,0.0885,2009,7,1
7/20/2009,10,-37,0.0194,-0.038,34550,0.1144,334992,0.1144,2009,7,1
7/21/2009,10,-37,0.0262,-0.036,44100,0.1272,334992,0.1262,2009,7,1.0079239302694136
7/22/2009,10,-38,0.0218,-0.04,39300,0.1287,334992,0.1281,2009,7,1.0046838407494147
7/23/2009,10,-37,0.0209,-0.038,43150,0.1296,334992,0.1296,2009,7,1
7/24/2009,10,-37,0.0209,-0.036,33850,0.1383,334992,0.1383,2009,7,1
7/25/2009,10,-37,0.0175,-0.034,36850,0.1203,334992,0.1203,2009,7,1
7/20/2009,13,-27,0.0061,0.022,32350,0.0605,335005,0.0605,2009,7,1
7/21/2009,13,-28,0.0091,0.022,34850,0.0617,335005,0.0617,2009,7,1
7/21/2009,8,-25,0.0079,0.002,45650,0.0661,335074,0.0661,2009,7,1
7/22/2009,8,-25,0.0104,0.004,58550,0.0676,335074,0.0653,2009,7,1.0352220520673812
7/23/2009,8,-25,0.0126,0.004,56750,0.072,335074,0.072,2009,7,1
7/24/2009,8,-25,0.0123,0.002,52300,0.0722,335074,0.0722,2009,7,1
7/25/2009,8,-25,0.0111,0,54200,0.0717,335074,0.0717,2009,7,1
7/24/2009,9,-34,0.0197,-0.122,41650,0.1428,335283,0.1428,2009,7,1
7/25/2009,9,-34,0.0295,-0.118,47300,0.1602,335283,0.1602,2009,7,1
7/26/2009,9,-34,0.0297,-0.118,47600,0.1573,335283,0.1573,2009,7,1
7/27/2009,9,-34,0.0247,-0.118,46950,0.1498,335283,0.1498,2009,7,1
7/28/2009,9,-34,0.0189,-0.118,42950,0.1359,335283,0.1359,2009,7,1
7/29/2009,9,-34,0.0127,-0.118,39150,0.1265,335283,0.1265,2009,7,1
7/24/2009,20,-35,0.0274,-0.186,34000,0.2203,335285,0.2203,2009,7,1
7/25/2009,20,-35,0.0392,-0.18,41000,0.2354,335285,0.2354,2009,7,1
7/26/2009,19,-35,0.0456,-0.172,42750,0.2618,335285,0.2618,2009,7,1
7/27/2009,19,-35,0.0514,-0.162,46650,0.2723,335285,0.2723,2009,7,1
7/28/2009,19,-36,0.0575,-0.15,53600,0.2624,335285,0.2584,2009,7,1.0154798761609907
7/29/2009,19,-36,0.042,-0.156,44550,0.2439,335285,0.2439,2009,7,1
7/30/2009,19,-36,0.0213,-0.168,31200,0.1878,335285,0.1878,2009,7,1
7/31/2009,19,-36,0.0209,-0.164,30800,0.1803,335285,0.1803,2009,7,1
7/31/2009,6,-34,0.0123,0.052,33400,0.1114,335639,0.1114,2009,7,1
8/1/2009,6,-34,0.0079,0.046,26850,0.1001,335639,0.1001,2009,8,1
7/31/2009,8,-24,0.0094,-0.002,67750,0.0742,335649,0.0742,2009,7,1
8/1/2009,8,-24,0.0068,-0.006,38050,0.0623,335649,0.0623,2009,8,1
8/2/2009,8,-24,0.0069,-0.006,38400,0.0664,335649,0.0664,2009,8,1
8/3/2009,8,-24,0.0073,-0.006,38850,0.0715,335649,0,2009,8,
8/4/2009,8,-24,0.0077,-0.006,39300,0.0767,335649,0.0767,2009,8,1
8/5/2009,8,-24,0.0066,-0.006,39850,0.0763,335649,0.0763,2009,8,1
8/6/2009,8,-24,0.0099,-0.004,40100,0.0777,335649,0.0777,2009,8,1
8/7/2009,7,-24,0.0088,-0.006,32800,0.0763,335649,0.0763,2009,8,1
8/1/2009,10,-26,0.0042,-0.01,46800,0.0634,335711,0.0634,2009,8,1
8/2/2009,10,-26,0.0048,-0.01,47050,0.0643,335711,0.0643,2009,8,1
8/3/2009,10,-25,0.0049,-0.01067,45950,0.0652,335711,0,2009,8,
8/4/2009,10,-25,0.005,-0.01133,44850,0.0662,335711,0,2009,8,
8/5/2009,10,-25,0.0051,-0.012,43750,0.0672,335711,0.0672,2009,8,1
8/6/2009,10,-25,0.0045,-0.014,43300,0.0668,335711,0.0668,2009,8,1
8/2/2009,4,-30,0.0175,-0.02,43150,0.1495,335787,0.1495,2009,8,1
8/3/2009,4,-30,0.0194,-0.016,44200,0.1472,335787,0.1427,2009,8,1.0315346881569727
8/3/2009,12,-27,0.0074,-0.014,33350,0.0679,335835,0.0679,2009,8,1
8/4/2009,12,-27,0.0086,-0.012,45900,0.0651,335835,0.0651,2009,8,1
8/5/2009,12,-27,0.0095,-0.01,46800,0.0775,335835,0.0775,2009,8,1
8/6/2009,12,-27,0.0085,-0.01,43900,0.0778,335835,0.0778,2009,8,1
8/7/2009,12,-27,0.0097,-0.01,41450,0.0849,335835,0.0849,2009,8,1
8/8/2009,12,-27,0.0089,-0.01,38150,0.0827,335835,0.0827,2009,8,1
8/5/2009,13,-23,0.0075,-0.006,32050,0.0556,335925,0.0556,2009,8,1
8/6/2009,13,-23,0.0044,-0.006,34800,0.0511,335925,0.0511,2009,8,1
8/7/2009,13,-23,0.0051,-0.004,36050,0.049,335925,0,2009,8,
8/8/2009,13,-23,0.0058,-0.002,37300,0.0469,335925,0.0469,2009,8,1
8/9/2009,13,-23,0.0041,-0.002,36300,0.0442,335925,0.0442,2009,8,1
8/10/2009,13,-23,0.005,-0.002,36500,0.048,335925,0.048,2009,8,1
8/11/2009,13,-24,0.0081,-0.002,30800,0.0622,335925,0.0622,2009,8,1
8/7/2009,12,-25,0.0044,-0.018,28450,0.0486,336049,0.0486,2009,8,1
8/8/2009,12,-25,0.0059,-0.018,30200,0.0531,336049,0.0531,2009,8,1
8/9/2009,12,-25,0.0056,-0.018,31300,0.0547,336049,0.0547,2009,8,1
8/8/2009,12,-31,0.009,0.018,31900,0.0975,336090,0.0975,2009,8,1
8/9/2009,12,-31,0.0146,0.02,34100,0.1135,336090,0.1135,2009,8,1
8/10/2009,12,-31,0.0215,0.026,39700,0.1204,336090,0.1204,2009,8,1
8/11/2009,12,-31,0.0225,0.028,41100,0.1206,336090,0.1193,2009,8,1.0108968985750209
8/12/2009,12,-31,0.0275,0.034,47550,0.1275,336090,0.1219,2009,8,1.0459392945036916
8/13/2009,12,-31,0.03,0.038,52100,0.1264,336090,0.1192,2009,8,1.0604026845637584
8/14/2009,12,-31,0.0245,0.036,41650,0.1227,336090,0.1219,2009,8,1.0065627563576702
8/15/2009,12,-31,0.0178,0.034,40300,0.1058,336090,0.1058,2009,8,1
8/8/2009,4,-39,0.0064,-0.02,27750,0.0525,336111,0.0525,2009,8,1
8/9/2009,4,-39,0.0041,-0.02,26200,0.0503,336111,0.0503,2009,8,1
8/9/2009,8,-35,0.0132,-0.102,33350,0.0958,336196,0.0958,2009,8,1
8/10/2009,8,-35,0.0149,-0.1,34750,0.1001,336196,0.1001,2009,8,1
8/11/2009,8,-35,0.0156,-0.1,31900,0.1015,336196,0.1015,2009,8,1
8/12/2009,8,-35,0.0147,-0.102,30950,0.0977,336196,0.0977,2009,8,1
8/13/2009,8,-35,0.0145,-0.103,35650,0.1073,336196,0,2009,8,
8/14/2009,8,-35,0.0144,-0.104,40400,0.1169,336196,0.1169,2009,8,1
8/15/2009,8,-35,0.0165,-0.102,41900,0.132,336196,0.132,2009,8,1
8/10/2009,2,-35,0.0095,-0.044,36800,0.0778,336247,0.0778,2009,8,1
8/11/2009,2,-35,0.0079,-0.044,34950,0.0779,336247,0.0779,2009,8,1
8/12/2009,2,-35,0.0106,-0.042,43450,0.0903,336247,0.0903,2009,8,1
8/13/2009,2,-35,0.011,-0.044,36700,0.089,336247,0.089,2009,8,1
8/14/2009,2,-35,0.0128,-0.044,41200,0.0947,336247,0.0947,2009,8,1
8/15/2009,2,-35,0.0112,-0.048,35400,0.0891,336247,0.0891,2009,8,1
8/15/2009,4,-28,0.0087,-0.004,33450,0.0703,336487,0.0703,2009,8,1
8/16/2009,4,-28,0.0086,-0.004,33000,0.0705,336487,0.0705,2009,8,1
8/17/2009,4,-28,0.007,-0.004,33650,0.0641,336487,0.0641,2009,8,1
8/16/2009,2,-38,0.0066,-0.03,33600,0.0649,336566,0.0649,2009,8,1
8/17/2009,2,-38,0.0051,-0.03,28250,0.0612,336566,0.0612,2009,8,1
8/18/2009,2,-38,0.0066,-0.028,40700,0.0599,336566,0.0599,2009,8,1
8/18/2009,8,-37,0.0077,-0.022,34150,0.0647,336686,0.0647,2009,8,1
8/19/2009,8,-37,0.0088,-0.014,36650,0.059,336686,0.059,2009,8,1
8/20/2009,8,-37,0.0076,-0.012,31050,0.0613,336686,0.0613,2009,8,1
8/22/2009,8,-35,0.0194,-0.108,36800,0.1219,336929,0.1219,2009,8,1
8/23/2009,8,-35,0.0307,-0.102,36900,0.1565,336929,0.1546,2009,8,1.0122897800776198
8/24/2009,8,-35,0.0399,-0.094,41350,0.1731,336929,0.1646,2009,8,1.051640340218712
8/25/2009,8,-35,0.0466,-0.088,46300,0.1733,336929,0.1587,2009,8,1.091997479521109
8/26/2009,8,-35,0.0461,-0.086,45000,0.1738,336929,0.1578,2009,8,1.1013941698352345
8/27/2009,8,-35,0.0368,-0.09,41250,0.1645,336929,0.1582,2009,8,1.0398230088495575
8/28/2009,8,-35,0.0268,-0.096,34700,0.1594,336929,0.1594,2009,8,1
8/29/2009,8,-35,0.0183,-0.096,31700,0.1366,336929,0.1366,2009,8,1
8/24/2009,13,-32,0.0071,0.01,32550,0.0722,336998,0.0722,2009,8,1
8/25/2009,13,-32,0.0098,0.012,37550,0.0805,336998,0.0805,2009,8,1
8/26/2009,13,-32,0.0116,0.012,38800,0.0838,336998,0.0838,2009,8,1
8/27/2009,13,-32,0.0111,0.012,38700,0.0798,336998,0.0798,2009,8,1
8/28/2009,13,-32,0.0099,0.012,38950,0.0748,336998,0.0748,2009,8,1
8/29/2009,13,-32,0.0083,0.011,37950,0.069,336998,0,2009,8,
8/30/2009,13,-32,0.0067,0.01,36950,0.0632,336998,0.0632,2009,8,1
8/25/2009,14,-29,0.0094,-0.034,40300,0.0964,337095,0.0964,2009,8,1
8/26/2009,14,-29,0.013,-0.032,46200,0.0997,337095,0.0997,2009,8,1
8/27/2009,14,-29,0.011,-0.034,43350,0.0997,337095,0.0997,2009,8,1
8/28/2009,14,-29,0.0126,-0.034,45950,0.1004,337095,0.0998,2009,8,1.0060120240480963
8/29/2009,14,-29,0.0102,-0.034,42050,0.0992,337095,0.0992,2009,8,1
8/30/2009,14,-29,0.0083,-0.036,42850,0.0904,337095,0.0904,2009,8,1
8/31/2009,14,-29,0.0067,-0.036,40050,0.0869,337095,0.0869,2009,8,1
8/26/2009,12,-22,0.0051,-0.02,45250,0.0379,337136,0.0379,2009,8,1
8/27/2009,12,-22,0.0052,-0.02,42550,0.0417,337136,0.0417,2009,8,1
8/28/2009,12,-23,0.0058,-0.01867,47500,0.043,337136,0,2009,8,
8/29/2009,12,-23,0.0065,-0.01733,52450,0.0443,337136,0,2009,8,
8/30/2009,12,-23,0.0072,-0.016,57400,0.0456,337136,0.0456,2009,8,1
8/31/2009,12,-23,0.0056,-0.016,55850,0.0455,337136,0.0455,2009,8,1
9/1/2009,12,-23,0.0053,-0.01667,50700,0.0436,337136,0,2009,9,
9/2/2009,12,-23,0.005,-0.01733,45550,0.0418,337136,0,2009,9,
9/3/2009,12,-23,0.0048,-0.018,40400,0.04,337136,0.04,2009,9,1
8/28/2009,13,-27,0.0092,0.004,45900,0.0807,337238,0.0807,2009,8,1
8/29/2009,13,-27,0.0078,0.002,39450,0.0753,337238,0.0753,2009,8,1
8/28/2009,11,-26,0.0045,-0.018,33600,0.0553,337255,0.0553,2009,8,1
8/29/2009,11,-26,0.0046,-0.02,32300,0.0564,337255,0.0564,2009,8,1
8/30/2009,6,-28,0.0077,0.004,37400,0.0577,337356,0.0577,2009,8,1
8/31/2009,6,-28,0.0123,0.008,45200,0.0687,337356,0.0687,2009,8,1
9/1/2009,6,-28,0.0143,0.01,44450,0.0767,337356,0.0742,2009,9,1.0336927223719676
9/2/2009,6,-28,0.0149,0.012,46300,0.0803,337356,0.0763,2009,9,1.0524246395806027
9/3/2009,6,-28,0.0122,0.01,39800,0.0803,337356,0.0797,2009,9,1.0075282308657465
9/4/2009,6,-28,0.0133,0.01,39600,0.0797,337356,0.0773,2009,9,1.0310478654592496
9/5/2009,6,-28,0.0135,0.01,38100,0.0805,337356,0.0781,2009,9,1.030729833546735
9/6/2009,6,-28,0.0115,0.008,32900,0.0797,337356,0.0797,2009,9,1
8/30/2009,2,-19,0.0065,-0.024,32350,0.079,337383,0.079,2009,8,1
8/31/2009,2,-19,0.007,-0.024,32900,0.0839,337383,0.0839,2009,8,1
9/1/2009,2,-19,0.008,-0.024,33500,0.0905,337383,0.0905,2009,9,1
9/2/2009,2,-19,0.0076,-0.024,35150,0.0874,337383,0.0874,2009,9,1
9/3/2009,2,-19,0.0082,-0.024,36650,0.0869,337383,0.0869,2009,9,1
9/1/2009,9,-34,0.0116,-0.118,42900,0.0776,337521,0.0776,2009,9,1
9/2/2009,9,-34,0.0169,-0.116,57800,0.0891,337521,0.0891,2009,9,1
9/3/2009,9,-34,0.0101,-0.124,35300,0.0802,337521,0.0802,2009,9,1
9/4/2009,9,-34,0.0106,-0.122,44050,0.0807,337521,0.0807,2009,9,1
9/5/2009,9,-34,0.0103,-0.124,40100,0.0785,337521,0,2009,9,
9/6/2009,9,-34,0.01,-0.126,36200,0.0763,337521,0.0763,2009,9,1
9/3/2009,12,-21,0.0069,-0.012,34800,0.0528,337622,0.0528,2009,9,1
9/4/2009,13,-21,0.007,-0.01,44300,0.0447,337622,0.0447,2009,9,1
9/5/2009,13,-21,0.0048,-0.012,40300,0.044,337622,0.044,2009,9,1
9/3/2009,10,-37,0.0231,-0.16,32650,0.1851,337657,0.1851,2009,9,1
9/4/2009,10,-37,0.0276,-0.158,33350,0.2091,337657,0.2091,2009,9,1
9/5/2009,9,-31,0.0058,0.024,34700,0.0614,337715,0.0614,2009,9,1
9/6/2009,9,-31,0.006,0.022,34400,0.063,337715,0.063,2009,9,1
9/7/2009,9,-31,0.0089,0.02,35400,0.0673,337715,0.0673,2009,9,1
9/8/2009,9,-31,0.0078,0.016,31800,0.0643,337715,0.0643,2009,9,1
9/9/2009,9,-31,0.0096,0.014,34650,0.0696,337715,0.0696,2009,9,1
9/5/2009,5,-37,0.0105,-0.016,33500,0.0861,337733,0.0861,2009,9,1
9/6/2009,5,-37,0.0115,-0.016,34000,0.0874,337733,0.0874,2009,9,1
9/6/2009,8,-25,0.0042,-0.022,39050,0.0517,337806,0.0517,2009,9,1
9/7/2009,8,-25,0.0051,-0.022,40450,0.0518,337806,0.0518,2009,9,1
9/8/2009,7,-25,0.0067,-0.02,53550,0.0545,337806,0.0545,2009,9,1
9/9/2009,7,-25,0.0059,-0.02,52200,0.0535,337806,0.0535,2009,9,1
9/10/2009,7,-25,0.0077,-0.018,58250,0.0581,337806,0.0581,2009,9,1
9/8/2009,8,-35,0.0173,-0.112,37850,0.1172,337937,0.1172,2009,9,1
9/9/2009,8,-35,0.027,-0.11,44850,0.1405,337937,0.1405,2009,9,1
9/10/2009,8,-35,0.0277,-0.112,45950,0.1449,337937,0.1449,2009,9,1
9/11/2009,8,-35,0.0305,-0.112,47700,0.1528,337937,0.1528,2009,9,1
9/12/2009,8,-35,0.0286,-0.114,44950,0.1458,337937,0.1458,2009,9,1
9/13/2009,8,-35,0.0237,-0.116,42500,0.1298,337937,0.1298,2009,9,1
9/8/2009,14,-39,0.0392,-0.18,35800,0.2992,337939,0.2969,2009,9,1.0077467160660156
9/9/2009,14,-39,0.0626,-0.168,39200,0.3237,337939,0.3103,2009,9,1.043184015468901
9/10/2009,14,-39,0.0645,-0.158,42550,0.3234,337939,0.3091,2009,9,1.0462633451957297
9/11/2009,14,-39,0.0453,-0.164,38350,0.298,337939,0.2871,2009,9,1.0379658655520723
9/12/2009,14,-39,0.0267,-0.174,30950,0.258,337939,0.25,2009,9,1.032
9/13/2009,14,-39,0.0116,-0.17,27350,0.1901,337939,0.1901,2009,9,1
9/9/2009,11,-21,0.0045,-0.012,36900,0.0504,337969,0.0504,2009,9,1
9/10/2009,11,-21,0.0042,-0.012,39150,0.0524,337969,0.0524,2009,9,1
9/11/2009,11,-21,0.004,-0.012,35950,0.0467,337969,0.0467,2009,9,1
9/12/2009,12,-21,0.005,-0.01,41200,0.0495,337969,0.0495,2009,9,1
9/13/2009,11,-21,0.0043,-0.012,34900,0.0544,337969,0.0544,2009,9,1
9/10/2009,14,-25,0.0076,-0.02,40400,0.0603,338054,0.0603,2009,9,1
9/11/2009,14,-25,0.0065,-0.018,46300,0.0602,338054,0.0602,2009,9,1
9/12/2009,14,-25,0.0062,-0.018,43000,0.0546,338054,0.0546,2009,9,1
9/13/2009,14,-24,0.0089,-0.018,43900,0.0542,338054,0.0542,2009,9,1
9/14/2009,14,-24,0.0094,-0.016,47300,0.0625,338054,0.0625,2009,9,1
9/15/2009,14,-24,0.0132,-0.014,56250,0.0691,338054,0.0672,2009,9,1.0282738095238095
9/16/2009,14,-24,0.0164,-0.014,58300,0.0719,338054,0.0662,2009,9,1.0861027190332329
9/17/2009,14,-24,0.0141,-0.016,49250,0.0791,338054,0.0785,2009,9,1.0076433121019108
9/18/2009,14,-24,0.0071,-0.016,52700,0.0649,338054,0.0649,2009,9,1
9/12/2009,12,-23,0.0045,-0.018,48550,0.0415,338166,0.0415,2009,9,1
9/13/2009,12,-24,0.0057,-0.018,43950,0.0442,338166,0.0442,2009,9,1
