"","Year","Month","longitude","latitude","Effort","Catch_SWO","Catch_ALB","Catch_YFT","Catch_BET","EKE","EA1","Radius1","U1","c1","SSH1","RNL1","EA2","Radius2","U2","c2","SSH2","RNL2","glm_swo_pred","glm_alb_pred","glm_yft_pred","glm_bet_pred"
"867","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0792,0.002,1.03914141414141,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"868","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0784,0.002,1.04974489795918,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"869","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0777,0.002,1.05920205920206,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"870","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0776,0.002,1.06056701030928,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"871","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0783,0.002,1.05108556832695,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"872","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0789,0.002,1.04309252217997,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"873","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0796,0.002,1.03391959798995,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"874","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0803,0.002,1.02490660024907,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"875","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0816,0.002,1.00857843137255,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"876","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0832,0.002,0.989182692307692,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"877","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0848,0.002,0.970518867924528,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"878","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0863,0.002,0.953650057937428,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"879","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0086,40850,0.0823,0.0879,0.002,0.936291240045506,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"880","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0066,36000,0.0799,0.0799,0.004,1,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"881","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0066,36000,0.0799,0.079,0.004,1.01139240506329,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"882","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0066,36000,0.0799,0.0782,0.004,1.02173913043478,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
"883","2006","9",5,-20,69508,13734,0,2813,798,21.6879005432129,0.0051,37200,0.0705,0.0705,-0.004,1,0.0066,36000,0.0799,0.0773,0.004,1.03363518758085,13733.999999998,5.82785375513595e-10,2812.99999999147,798.000000000265
